node_id,xcoord,ycoord,zcoord
91885,-121.751001,36.96495,0
14504,-121.235663,36.327796,273.0254426
34787,-121.996186,36.964994,26.86907926
7448,-121.910428,36.619115,106.0649541
30579,-121.759417,36.918778,64.10966082
41261,-122.079507,37.075768,390.4096098
1636,-121.621868,36.704175,62.07901036
35591,-121.919745,36.978861,148.8560704
46331,-122.012377,36.985339,94.51339877
47509,-121.771425,36.924524,105.122769
30458,-121.756859,36.910186,32.26169138
35712,-121.885168,36.976535,138.4451884
15381,-121.793335,36.656563,202.4144576
32162,-122.14141,37.184988,669.4982434
49095,-121.788368,36.94415,140.8494864
44092,-121.97498,36.974231,30.63546704
9659,-121.833316,36.605973,179.5913541
8670,-121.833841,36.613615,99.68068656
25772,-122.050182,37.337482,252.1501126
40189,-121.929169,37.111229,2013.474312
18473,-121.846206,36.53508,363.5026526
14401,-121.781909,36.529917,578.5916546
2830,-121.800276,36.683039,58.9048268
53909,-122.0005501,36.97188076,12.20040121
37689,-122.027712,36.970654,16.80776047
18461,-121.847446,36.578233,326.9083419
33948,-121.743566,36.919598,43.74882681
53971,-122.021264,37.373304,86.62450345
34596,-122.027043,36.988797,76.20695069
32667,-122.136037,37.26584,2553.873938
24176,-121.402158,36.84836,289.7943662
52886,-122.022522,36.971563,7.319401099
13077,-121.25548,36.331711,283.5860215
32883,-122.057529,37.066206,324.1620602
18855,-121.922208,36.587188,808.5330953
3976,-121.673944,36.674316,47.17301509
15552,-121.84462,36.611039,33.34156172
37593,-122.024312,36.97185,7.446976159
35194,-121.961558,36.966987,60.70954906
44341,-121.977954,36.961227,33.43249869
32810,-122.146605,37.272859,2525.91471
27392,-121.88227,37.222241,247.3594635
30338,-121.755478,36.90622,26.79637098
9557,-121.693789,36.61032,117.6620468
834,-121.788281,36.722497,33.35163349
7678,-121.911037,36.617729,159.0300107
10458,-121.892706,36.597832,20.32798106
28785,-122.032296,37.278533,371.8399689
26627,-121.767531,37.317532,393.5627674
6470,-121.924342,36.634078,7.22206953
54021,-121.671748,37.155806,349.7887909
5780,-121.793328,36.657213,192.5114884
29528,-122.093547,37.081641,735.8008357
13872,-121.117372,35.980897,1186.572097
27649,-121.635749,37.134677,366.5898541
7857,-121.843437,36.618951,42.30051216
15084,-121.319728,36.442381,285.9662524
3898,-121.657562,36.676632,53.59390589
26385,-121.39815,36.846315,296.648406
6576,-121.926633,36.630243,68.48724495
13087,-121.247827,36.328271,285.4854353
26546,-121.769321,36.897122,21.08923876
34036,-121.738114,36.918822,50.06899358
11195,-121.912421,36.587728,412.2520307
11104,-121.961806,36.586077,75.48959862
38422,-122.033082,37.088949,1051.56916
26744,-121.775508,37.246044,225.6421467
7868,-121.911457,36.616754,172.5005853
29488,-121.796493,36.98355,494.6446356
6308,-121.816996,36.640861,178.0718205
25924,-121.959985,37.334825,105.4380697
24089,-121.777458,36.935929,117.6226358
23050,-121.920978,36.562005,351.2301407
33060,-121.903115,36.97482,37.32918754
9410,-121.846334,36.60767,53.50676109
34428,-122.113487,37.09823,1046.497715
2940,-121.806022,36.681617,41.28219887
1962,-121.648899,36.70069,82.41312397
31687,-122.005403,36.964824,50.01854083
35738,-122.077771,37.044756,332.365061
10592,-121.945731,36.595103,219.7983509
31818,-121.873623,36.969384,224.0752673
6615,-121.831763,36.632751,111.1207797
14883,-120.922993,36.012668,508.6646994
46194,-122.017226,36.988478,41.96041838
19801,-121.897235,36.56814,688.7625146
30654,-121.74769,36.920233,46.99974235
19795,-121.714867,36.583435,220.4621433
1491,-121.632223,36.707202,94.89193989
14802,-121.020803,36.130177,419.9756913
2188,-121.676873,36.697442,58.13335183
41230,-122.082897,37.077447,291.6620159
32617,-122.286266,37.159996,1278.934128
10671,-121.633414,36.601421,85.03121654
44995,-122.008331,36.97435,59.64018854
27915,-121.586032,37.063133,256.8007892
34632,-121.973351,36.987994,127.2277757
16101,-121.785272,36.758533,12.55249336
10783,-121.915099,36.595512,544.0132261
31656,-121.911102,36.974922,101.1560032
33066,-122.130267,37.069138,1971.523055
10831,-121.836362,36.595236,144.5960248
8522,-121.830606,36.6147,168.7338096
29242,-122.090071,37.089743,330.0224514
28324,-121.56484,36.991549,197.6870364
25542,-121.373919,36.83481,415.8470825
34709,-122.017588,36.990272,59.32953727
19186,-121.594667,36.689013,144.3868922
44908,-122.008325,36.974337,59.64018854
26893,-121.955207,37.256019,257.2744975
27825,-121.632093,37.105601,320.6586963
11123,-121.900229,36.589366,113.9160341
31078,-121.846162,36.994426,402.8540584
34085,-121.751448,36.923305,55.24588382
48713,-121.89615,36.994991,257.2620822
26088,-121.966318,37.327314,118.5588636
27408,-121.987798,37.217541,427.5907181
22245,-121.898523,36.556882,270.7547966
11731,-121.916858,36.558142,376.3262431
29902,-122.11542,37.110672,553.7283389
11203,-121.708091,36.592666,184.7176664
794,-121.652706,36.727258,107.1998516
35546,-121.920433,36.978221,143.7728486
36744,-122.033204,36.972877,64.80496074
26087,-121.38731,36.841703,309.9713113
30168,-122.140732,37.081116,2108.943869
428,-121.759604,36.7722,11.0612313
18059,-121.644543,36.607008,53.12219379
11927,-121.919024,36.550064,154.3576198
7068,-121.912073,36.62176,46.41813556
32900,-122.005932,36.967114,47.98274028
25532,-121.967933,37.352243,76.5128023
24514,-121.902179,37.410528,34.94132222
3174,-121.788688,36.67752,103.3657867
32129,-122.162486,37.162083,863.8103615
39606,-122.044285,37.011934,89.80560803
35064,-121.957333,36.985895,47.96946455
36482,-121.812145,36.855739,14.27707866
12450,-121.438662,36.502869,135.7632109
5795,-121.419965,36.827278,308.6963163
14969,-121.745653,36.757674,25.99200864
18069,-121.649532,36.603221,102.4867043
37550,-122.004726,37.083183,943.3141593
2172,-121.643844,36.698329,77.01293064
1733,-121.659779,36.702558,72.19335851
5974,-121.669038,36.656866,45.22001337
22817,-121.895777,36.597168,33.27067756
35461,-121.948272,36.991244,292.863996
16872,-121.602536,36.559736,890.8723846
4858,-121.785911,36.666446,183.676209
654,-121.652656,36.730834,114.5955208
1757,-121.648354,36.702561,83.73798661
29066,-122.050032,36.949605,41.76157979
34949,-121.978986,36.970174,66.05041934
25990,-121.853614,37.332574,103.2925028
12277,-121.440723,36.515126,144.0374495
6588,-121.922224,36.630194,22.17474572
36536,-121.875741,36.955999,146.497804
29261,-121.964405,36.982231,97.77602874
34512,-122.000431,37.059537,660.883085
12090,-121.922645,36.544166,97.9915316
152,-121.708647,36.827287,154.310712
21210,-121.868764,36.577776,264.8740803
31086,-121.840276,36.967985,281.4970492
45028,-122.017323,36.970925,18.39486476
31022,-122.142986,37.155037,715.1085561
38723,-122.041349,37.055081,342.7019395
3120,-121.630187,36.682302,80.42185951
33238,-121.797029,36.974472,328.200533
19781,-121.799611,36.661836,150.2755558
15527,-121.765175,36.673257,132.9285454
52950,-121.272255,36.68959,701.1211826
19154,-121.726956,36.798693,89.16594538
2333,-121.605536,36.695151,116.5792135
24391,-122.03937,36.957716,45.93539113
37818,-122.03005,36.955922,46.69200717
3011,-121.611548,36.685799,101.7603912
3747,-121.669557,36.675905,50.23923759
5847,-121.639393,36.659443,57.16191815
31287,-121.868912,36.974553,194.3690132
41305,-121.645916,36.703348,85.44914992
18645,-121.958172,36.581853,207.8347319
31257,-122.001151,36.988927,98.55911175
3972,-121.61702,36.675581,86.90888487
1666,-121.611657,36.704129,102.8164728
41666,-122.021973,37.011473,399.3517708
26114,-121.894969,37.327596,92.21613251
7544,-121.924346,36.618277,170.5291703
36934,-121.920577,37.097166,1551.689889
26222,-121.865449,37.325565,107.6653999
37766,-121.791892,36.791044,12.16198437
3086,-121.637688,36.68251,39.42547195
49159,-121.76493,36.957073,154.1688499
24536,-121.750305,36.923069,53.75073651
24426,-122.01887,36.967654,15.41269576
1816,-121.79302,36.698512,50.00313436
29424,-121.78064,36.928601,104.9440239
16030,-121.66833,36.632436,50.45821035
13534,-121.127629,36.209723,330.1737628
28193,-121.572352,37.00874,204.5721394
21030,-121.655317,36.716963,99.49939457
51753,-121.995608,36.986327,59.07403515
31887,-122.12621,37.156137,681.0725956
24969,-121.863294,36.603699,35.79612479
45533,-122.030461,36.958842,52.18504608
40261,-122.032894,37.170551,1990.540472
36885,-122.147972,37.045177,1363.723034
3244,-121.647993,36.680519,48.30781243
13642,-121.160896,36.19938,378.6426204
25364,-121.353468,36.780562,450.7311623
25764,-122.058411,37.337435,269.6191482
29489,-121.793809,36.98286,498.4905713
7498,-121.918178,36.618655,145.930518
44001,-121.971753,36.958548,32.31756643
35086,-121.97794,36.970007,66.49588037
44703,-121.98548,36.991073,105.9329791
31272,-122.128984,37.155452,642.0711207
25117,-122.110844,37.370439,231.224796
4625,-121.800339,36.666419,116.0904742
3018,-121.628174,36.6842,92.84573277
22415,-121.916506,36.563428,448.4187149
38771,-121.789249,36.575288,469.3802761
13507,-121.123571,36.211884,336.9164404
38515,-122.06514,36.971604,214.7906346
27312,-121.980739,37.228961,389.15912
29032,-121.964902,36.973719,69.47560573
47751,-121.753043,36.911773,33.87618253
21075,-121.678961,36.707,61.58674796
30884,-122.120797,37.124228,463.4532778
19099,-121.651004,36.779501,88.90930436
29154,-122.018189,36.984421,28.87261821
72,-121.660661,36.868509,201.8729032
41860,-122.001355,36.982743,78.67599097
25818,-121.40064,36.83804,306.7179302
30181,-122.141204,37.095662,2534.946231
9014,-121.853603,36.610652,33.0941383
28017,-121.567237,37.027142,207.8925906
24961,-121.859723,36.605639,10.47249854
6407,-121.808088,36.638001,301.0218162
2240,-121.6404,36.696793,70.69420001
35533,-121.916719,36.980225,153.3603293
44,-121.641284,36.879826,297.2813103
3415,-121.787814,36.675741,115.4090726
26090,-121.387113,36.844583,303.7744807
46433,-122.037058,36.959326,54.61777915
45438,-122.030808,36.954159,45.02137815
20103,-121.768739,36.559433,874.1194557
7668,-121.904018,36.617965,38.39117648
38593,-122.122153,37.062872,1905.824756
6265,-121.789858,36.643851,340.5099153
34273,-121.75549,36.923086,73.8217887
14905,-121.721955,36.617142,213.2922145
28737,-121.72876,37.187982,266.9878331
43889,-122.092861,37.104315,707.3173122
29987,-121.796359,36.925629,135.5852417
18091,-121.648438,36.606895,87.17779099
14170,-121.750583,36.766841,25.8294976
663,-121.642889,36.730721,108.7677197
32068,-122.063953,37.209273,2835.672534
37881,-121.570555,36.833386,673.4750402
21138,-121.878906,36.583625,179.501531
37703,-122.033589,36.97074,63.93361905
25182,-122.031201,36.957917,50.25126177
14684,-121.126407,36.215357,335.4329637
35557,-121.922006,36.977114,139.5918378
15817,-121.628157,36.666274,41.57321034
14512,-121.242648,36.327432,277.8807462
6636,-121.930046,36.628671,122.9974667
42815,-122.038759,37.036909,751.4678274
17657,-121.928283,36.607117,265.9233724
46083,-122.037322,36.973882,91.70773148
26862,-121.837973,37.281024,165.6098128
30803,-121.834808,36.918367,177.8673062
