id,from_node,to_node,link_type,length,label,fhwa_fc,ab_ln,ba_ln,area_type,ff_speed,bike_class,ab_gain,ba_gain,ab_ivt,ba_ivt,wait
1401,2800,2718,TWO LANE,0.049927,CARMEL AVE,17,1,1,9,15,0,0,1.481173858,0,0,0
1402,2802,2803,TWO LANE,0.135732,D ST,19,1,1,4,16,0,2.594307026,0,0,0,0
1403,2804,2725,TWO LANE,0.150921,MONTGOMERY ST,19,1,1,3,18,0,0.737379855,0,0,0,0
1404,2804,2768,TWO LANE,0.043214,HYDE ST,19,1,1,3,18,0,0,1.282742017,0,0,0
1405,2808,2616,TWO LANE,0.148786,PALM AVE,17,1,1,2,23,0,0,14.03765103,0,0,0
1406,2810,2811,TWO LANE,0.131145,CRESCENT AVE,17,1,1,4,20,0,0,8.427940329,0,0,0
1407,2810,2762,MULTILANE,0.110323,RESERVATION RD,14,2,2,9,28,2,0,22.54363433,0,0,0
1408,2814,2754,TWO LANE,0.17023,TOWT ST,19,1,1,4,16,3,10.12431668,0,0,0,0
1409,2720,2814,TWO LANE,0.137134,PASEO GRANDE,19,1,1,4,16,0,0.713891558,0,0,0,0
1410,2818,2819,MULTILANE,0.076064,MBEST DR,19,2,2,4,17,2,0.335175221,0,0,0,0
1411,2820,2821,TWO LANE,0.516571,HWY 183,6,1,1,1,56,0,3.565978503,0,0,0,0
1412,2822,2782,TWO LANE,0.075589,PACIFIC AVE,19,1,1,4,16,0,3.132263194,0,0,0,0
1413,2642,2822,TWO LANE,0.080507,GARNER AVE,17,1,1,4,20,3,0,0.476223903,0,0,0
1414,2826,2731,TWO LANE,0.217171,ORCHARD AVE,19,1,1,4,16,0,6.406720229,0,0,0,0
1415,2826,2782,TWO LANE,0.053002,SIEBER ST,19,1,1,4,16,0,0,1.190609819,0,0,0
1416,2830,2800,TWO LANE,0.113855,CARMEL AVE,17,1,1,4,20,0,0,11.05503773,0,0,0
1417,2832,2718,MULTILANE,0.072865,DEL MONTE BLVD,14,2,2,9,32,0,0,6.594764279,0,0,0
1418,2808,2835,TWO LANE,0.024507,PALM AVE,17,1,1,2,23,0,0,2.199683602,0,0,0
1419,2836,2804,TWO LANE,0.033535,HYDE ST,19,1,1,3,18,0,0,0.894980168,0,0,0
1420,2838,2774,TWO LANE,0.078954,VICTOR ST,19,1,1,4,16,0,0.517311997,0,0,0,0
1421,2838,2799,TWO LANE,0.093529,ROSSI ST,16,1,1,4,24,2,0,0.137218966,0,0,0
1422,2842,2802,TWO LANE,0.079439,GALINDO ST,19,1,1,4,16,0,0.700562645,0,0,0,0
1423,2792,2842,TWO LANE,0.058077,DEL MONTE AVE,17,1,1,4,20,3,2.213469328,0,0,0,0
1424,2846,2847,TWO LANE,0.041008,GAVIOTA DR,19,1,1,4,16,0,0.252423324,0,0,0,0
1425,2848,2849,TWO LANE,0.035809,JOSEPHINE ST,19,1,1,4,16,0,0,0.080011022,0,0,0
1426,2802,2848,TWO LANE,0.056369,C ST,19,1,1,4,16,0,1.555371472,0,0,0,0
1427,2814,2853,TWO LANE,0.031527,PASEO GRANDE,19,1,1,4,16,0,0.812112503,0,0,0,0
1428,2854,2855,TWO LANE,0.098707,FULTON WAY,19,1,1,4,16,0,0,1.225846959,0,0,0
1429,2855,2857,TWO LANE,0.180092,STOCKTON ST,19,1,1,4,16,0,3.616875551,0,0,0,0
1430,2858,2790,TWO LANE,0.07367,RICO ST,17,1,1,4,20,3,5.841611877,0,0,0,0
1431,2858,2836,TWO LANE,0.043722,HYDE ST,19,1,1,4,16,0,0,3.868544821,0,0,0
1432,2862,2800,TWO LANE,0.073592,ELM AVE,19,1,1,1,21,0,0,3.799093677,0,0,0
1433,2862,2832,TWO LANE,0.058157,PALM AVE,19,1,1,3,18,0,1.314496744,0,0,0,0
1434,2866,2867,TWO LANE,0.016167,LOMBARD ST,19,1,1,4,16,0,0,0.088449538,0,0,0
1435,2868,2853,TWO LANE,0.093664,MORENO DR,19,1,1,4,16,0,5.279638636,0,0,0,0
1436,2870,2855,TWO LANE,0.053227,STOCKTON ST,19,1,1,4,16,0,1.90945748,0,0,0,0
1437,2870,2838,TWO LANE,0.093165,ROSSI ST,16,1,1,4,24,2,0.162496967,0,0,0,0
1438,2853,2875,TWO LANE,0.026388,PASEO GRANDE,19,1,1,4,16,0,0.765480082,0,0,0,0
1439,2842,2877,TWO LANE,0.051915,DEL MONTE AVE,17,1,1,4,20,3,1.865115378,0,0,0,0
1440,2803,2879,TWO LANE,0.104103,D ST,19,1,1,4,16,0,5.948987846,0,0,0,0
1441,2880,2857,TWO LANE,0.04113,POWELL ST,19,1,1,3,18,0,0.290542137,0,0,0,0
1442,2880,2854,TWO LANE,0.046326,FULTON WAY,19,1,1,3,18,0,0,2.100486455,0,0,0
1443,2884,2826,TWO LANE,0.100131,SIEBER ST,19,1,1,4,16,0,3.909595369,0,0,0,0
1444,2822,2884,TWO LANE,0.079793,GARNER AVE,17,1,1,4,20,3,0.413277644,0,0,0,0
1445,2888,2889,TWO LANE,0.020351,RICO ST,17,1,1,3,23,3,1.186636176,0,0,0,0
1446,2846,2891,TWO LANE,0.186189,CACHUMA CT,19,1,1,1,21,0,0.996639722,0,0,0,0
1447,2847,2891,TWO LANE,0.064217,GAVIOTA DR,19,1,1,4,16,0,0.744216398,0,0,0,0
1448,2894,2866,TWO LANE,0.043665,LOMBARD ST,19,1,1,3,18,0,0,0.288605377,0,0,0
1449,2894,2897,TWO LANE,0.059902,VINCENT PL,19,1,1,3,18,0,0,2.602366951,0,0,0
1450,2898,2888,TWO LANE,0.046797,SANSOME ST,19,1,1,1,21,0,0,1.95445664,0,0,0
1451,2900,2894,TWO LANE,0.023371,VINCENT PL,19,1,1,3,18,0,0,0.376657551,0,0,0
1452,2902,2903,TWO LANE,0.038734,TORONA WAY,19,1,1,3,18,0,1.575903004,0,0,0,0
1453,2904,2905,TWO LANE,0.146851,SEACREST AVE,17,1,1,9,15,0,5.423246719,0,0,0,0
1454,2904,2830,TWO LANE,0.107057,CARMEL AVE,17,1,1,4,20,0,0,1.12744454,0,0,0
1455,2908,2814,TWO LANE,0.170173,TOWT ST,19,1,1,4,16,3,8.855141367,0,0,0,0
1456,2910,2830,TWO LANE,0.073837,SUNSET AVE,17,1,1,4,20,0,5.608312101,0,0,0,0
1457,2910,2862,TWO LANE,0.11439,PALM AVE,19,1,1,3,18,0,0,1.647631953,0,0,0
1458,2914,2888,TWO LANE,0.034291,RICO ST,17,1,1,3,23,3,0.844990487,0,0,0,0
1459,2914,2900,TWO LANE,0.026524,VINCENT PL,19,1,1,3,18,0,0,0.945664453,0,0,0
1460,2918,2919,TWO LANE,0.036865,ST EDWARDS AVE,19,1,1,2,19,0,0,1.899294966,0,0,0
1461,2918,2921,TWO LANE,0.35801,ST REGIMENT WAY,19,1,1,2,19,0,2.690794587,0,0,0,0
1462,2922,2879,TWO LANE,0.077553,MAE AVE,19,1,1,4,16,0,1.494815656,0,0,0,0
1463,2848,2922,TWO LANE,0.104136,C ST,19,1,1,4,16,0,5.493107743,0,0,0,0
1464,2884,2927,TWO LANE,0.048499,GARNER AVE,17,1,1,4,20,3,2.345000039,0,0,0,0
1465,2928,2868,TWO LANE,0.075188,MORENO DR,19,1,1,4,16,0,3.250214684,0,0,0,0
1466,2908,2928,TWO LANE,0.027396,MORENO WAY,19,1,1,2,19,0,1.13740055,0,0,0,0
1467,2932,2902,TWO LANE,0.047161,TORONA WAY,19,1,1,3,18,0,2.553894764,0,0,0,0
1468,2891,2932,TWO LANE,0.051131,GAVIOTA DR,19,1,1,4,16,0,0.158420072,0,0,0,0
1469,2936,2832,MULTILANE,0.14407,DEL MONTE BLVD,14,2,2,9,32,0,7.022663051,0,0,0,0
1470,2938,2898,TWO LANE,0.044052,GREENWICH WAY,19,1,1,2,19,0,1.586165641,0,0,0,0
1471,2940,2808,TWO LANE,0.176986,MARINA DR,19,1,1,2,19,0,14.72628023,0,0,0,0
1472,2942,2904,TWO LANE,0.14731,CARMEL AVE,17,1,1,9,15,0,0,23.06690366,0,0,0
1473,2944,2880,TWO LANE,0.070672,POWELL ST,19,1,1,3,18,0,0.592751766,0,0,0,0
1474,2944,2870,TWO LANE,0.147861,ROSSI ST,16,1,1,9,19,2,0,4.643039128,0,0,0
1475,2927,2949,TWO LANE,0.028906,GARNER AVE,17,1,1,4,20,3,4.059786559,0,0,0,0
1476,2900,2897,TWO LANE,0.227444,MASSOLO CT,19,1,1,4,16,0,0,2.979024502,0,0,0
1477,2952,2918,TWO LANE,0.035961,ST REGIMENT WAY,19,1,1,2,19,0,8.911648447,0,0,0,0
1478,2954,2922,TWO LANE,0.078362,MAE AVE,19,1,1,4,16,0,1.325206807,0,0,0,0
1479,2877,2954,TWO LANE,0.107631,DEL MONTE AVE,17,1,1,4,20,3,4.558719675,0,0,0,0
1480,2958,2910,TWO LANE,0.06739,SUNSET AVE,17,1,1,3,23,0,6.011830853,0,0,0,0
1481,2958,2961,TWO LANE,0.090787,HILLCREST AVE,19,1,1,3,18,0,0.504690205,0,0,0,0
1482,2962,2918,TWO LANE,0.171716,ST EDWARDS AVE,19,1,1,4,16,0,0,1.363040894,0,0,0
1483,2964,2949,TWO LANE,0.054707,GARNER ALY,19,1,1,4,16,0,0.09158152,0,0,0,0
1484,2966,2964,TWO LANE,0.027043,ALMA AVE,19,1,1,4,16,0,1.569726649,0,0,0,0
1486,2970,2898,TWO LANE,0.150998,SANSOME ST,19,1,1,2,19,0,0.837981857,0,0,0,0
1487,2970,2973,TWO LANE,0.027988,STANYAN ST,19,1,1,2,19,0,0,0.118984012,0,0,0
1488,2974,2952,TWO LANE,0.150132,ST GEORGE DR,19,1,1,4,16,0,11.09538116,0,0,0,0
1489,2976,2936,MULTILANE,0.06827,DEL MONTE BLVD,14,2,2,9,32,0,0,3.064476599,0,0,0
1490,2978,2842,TWO LANE,0.29263,SUNRISE ST,19,1,1,4,16,0,7.17315774,0,0,0,0
1491,2949,2978,TWO LANE,0.056728,GARNER AVE,17,1,1,4,20,3,3.013886179,0,0,0,0
1492,2982,2903,MULTILANE,0.134185,FREEDOM PKY,17,2,2,2,23,2,0.019148579,0,0,0,0
1493,2984,2985,TWO LANE,0.161741,CASENTINI ST,17,1,1,4,20,3,13.37628978,0,0,0,0
1495,2988,2914,TWO LANE,0.104883,RICO ST,17,1,1,3,23,3,0.983379644,0,0,0,0
1496,2990,2944,TWO LANE,0.154323,ROSSI ST,16,1,1,9,19,2,0,5.643896543,0,0,0
1497,2992,2908,TWO LANE,0.189352,TOWT ST,17,1,1,4,20,3,6.950032993,0,0,0,0
1498,2954,2992,TWO LANE,0.053324,DEL MONTE AVE,17,1,1,4,20,3,1.511749007,0,0,0,0
1499,2996,2958,TWO LANE,0.077071,SUNSET AVE,19,1,1,4,16,0,0,8.512215977,0,0,0
1500,2998,2996,TWO LANE,0.055242,SUNSET AVE,19,1,1,4,16,0,0,6.202894246,0,0,0
1501,3000,2921,TWO LANE,0.183101,ST CHARLES WAY,19,1,1,2,19,0,7.499447019,0,0,0,0
1502,2962,2974,TWO LANE,0.056319,ST THOMAS WAY,19,1,1,4,16,0,0,21.3700705,0,0,0
1503,3004,2970,TWO LANE,0.044393,SANSOME ST,19,1,1,2,19,0,6.066232216,0,0,0,0
1504,3006,2958,TWO LANE,0.073832,SUNSET AVE,17,1,1,3,23,0,2.41773335,0,0,0,0
1505,3006,2936,TWO LANE,0.189377,CYPRESS AVE,19,1,1,4,16,0,1.073765942,0,0,0,0
1506,3010,3011,TWO LANE,0.145183,GREEN ST,19,1,1,4,16,0,7.389924658,0,0,0,0
1507,2978,3010,TWO LANE,0.051145,GARNER AVE,17,1,1,4,20,3,2.20980857,0,0,0,0
1508,3014,3015,MULTILANE,0.141759,HWY 183,14,2,2,1,32,0,0,1.915433588,0,0,0
1509,3016,3004,TWO LANE,0.184838,MILL WAY,19,1,1,2,19,0,7.413046879,0,0,0,0
1510,3018,2962,TWO LANE,0.08734,ST EDWARDS AVE,19,1,1,4,16,0,0,2.084810903,0,0,0
1511,2921,3018,TWO LANE,0.052897,ST CHARLES WAY,19,1,1,2,19,0,0.75705721,0,0,0,0
1512,2998,2942,TWO LANE,0.255234,ZANETTA DR,19,1,1,4,16,0,21.09938093,0,0,0,0
1513,3024,2954,TWO LANE,0.14588,MAE AVE,19,1,1,4,16,0,2.280401745,0,0,0,0
1514,2964,3027,TWO LANE,0.085532,ALMA AVE,19,1,1,4,16,0,3.180416237,0,0,0,0
1515,2992,3029,TWO LANE,0.056345,DEL MONTE AVE,17,1,1,9,15,3,1.130366889,0,0,0,0
1517,3032,3018,TWO LANE,0.053767,ST EDWARDS AVE,19,1,1,4,16,0,4.476080416,0,0,0,0
1518,3000,3032,TWO LANE,0.157145,MADEIRA AVE,19,1,1,4,16,0,3.780423813,0,0,0,0
1519,3029,3037,TWO LANE,0.038379,DEL MONTE AVE,17,1,1,9,15,3,0.340319055,0,0,0,0
1520,3038,3006,TWO LANE,0.068444,SUNSET AVE,17,1,1,4,20,0,0,20.92114584,0,0,0
1521,3038,2976,TWO LANE,0.193595,REINDOLLAR AVE,17,1,1,9,15,0,0,16.7829033,0,0,0
1522,3042,2992,TWO LANE,0.145407,TOWT ST,17,1,1,4,20,3,4.056857953,0,0,0,0
1523,3024,3042,TWO LANE,0.054006,CORTEZ ST,19,1,1,4,16,0,0,0.2647072,0,0,0
1524,3046,3016,TWO LANE,0.032355,SANSOME ST,19,1,1,4,16,0,1.716156957,0,0,0,0
1525,3046,2990,TWO LANE,0.194845,ROSSI ST,16,1,1,4,24,2,12.25059114,0,0,0,0
1526,3050,3051,TWO LANE,0.112876,KIMMEL ST,19,1,1,4,16,0,4.808395866,0,0,0,0
1527,3052,3053,TWO LANE,0.222862,CALIFORNIA AVE,17,1,1,3,23,0,7.396426414,0,0,0,0
1528,3051,3055,TWO LANE,0.013554,KIMMEL ST,19,1,1,4,16,0,0.313160613,0,0,0,0
1529,3056,2974,TWO LANE,0.121434,ST GEORGE DR,19,1,1,4,16,0,0,12.78691404,0,0,0
1530,3032,3056,TWO LANE,0.054069,MADEIRA AVE,19,1,1,4,16,0,0,6.191886942,0,0,0
1531,3060,3061,TWO LANE,0.012315,MARTELLA ST,19,1,1,3,18,0,0,0.090079671,0,0,0
1532,3062,3037,TWO LANE,0.055333,NEW DEAL ST,19,1,1,4,16,0,2.413747192,0,0,0,0
1533,3064,3065,TWO LANE,0.045279,MADEIRA AVE,19,1,1,2,19,0,11.4743478,0,0,0,0
1534,3066,3032,TWO LANE,0.043938,ST EDWARDS AVE,19,1,1,4,16,0,0,0.08642517,0,0,0
1535,3068,3024,TWO LANE,0.147404,MAE AVE,19,1,1,4,16,0,6.510009916,0,0,0,0
1536,3070,3068,TWO LANE,0.014759,GARNER AVE,17,1,1,4,20,3,0.310889066,0,0,0,0
1537,3072,3038,TWO LANE,0.078704,REINDOLLAR AVE,17,1,1,3,23,0,3.023835931,0,0,0,0
1538,3074,3029,TWO LANE,0.145923,DALLAS AVE,19,1,1,4,16,0,5.103309011,0,0,0,0
1539,3042,3074,TWO LANE,0.055064,CORTEZ ST,19,1,1,4,16,0,0.083915831,0,0,0,0
1540,3078,3055,TWO LANE,0.058493,MACHADO WAY,19,1,1,4,16,0,0.970407421,0,0,0,0
1541,3080,3078,TWO LANE,0.124506,MONTANA ST,19,1,1,4,16,0,2.664925232,0,0,0,0
1542,3056,3083,TWO LANE,0.048415,MADEIRA AVE,19,1,1,4,16,0,0,22.69122231,0,0,0
1543,3084,3060,TWO LANE,0.05794,MENKE ST,19,1,1,3,18,0,0.270451773,0,0,0,0
1544,3086,3087,TWO LANE,0.122738,YORKSHIRE WAY,19,1,1,1,21,0,2.282582556,0,0,0,0
1545,3088,3089,TWO LANE,0.06392,HILL TOP DR,19,1,1,4,16,0,0,1.315444786,0,0,0
1546,3090,3070,TWO LANE,0.058239,BEECH ST,19,1,1,4,16,0,2.449516236,0,0,0,0
1547,3092,3090,TWO LANE,0.056211,ALMA AVE,19,1,1,4,16,0,0.850941565,0,0,0,0
1548,3094,3092,TWO LANE,0.084771,GLENWOOD CT,19,1,1,4,16,0,1.803001394,0,0,0,0
1549,3055,3094,TWO LANE,0.049829,KIMMEL ST,19,1,1,4,16,0,0.549482861,0,0,0,0
1550,3098,3086,TWO LANE,0.031864,GREENLEAF WAY,19,1,1,1,21,0,0,0.676773977,0,0,0
1551,3053,3101,MULTILANE,0.069503,RESERVATION RD,14,2,2,9,28,2,4.210747446,0,0,0,0
1552,3102,2998,TWO LANE,0.141811,ZANETTA DR,19,1,1,4,16,0,0,0.152581633,0,0,0
1553,3102,3072,TWO LANE,0.053318,REINDOLLAR AVE,17,1,1,4,20,0,0.6118847,0,0,0,0
1554,3087,3107,TWO LANE,0.077647,LONGBOW DR,19,1,1,1,21,0,1.218929065,0,0,0,0
1555,3107,3109,TWO LANE,0.017154,KERN ST,19,1,1,1,21,0,0,0.100939918,0,0,0
1556,3084,3111,TWO LANE,0.064529,MENKE ST,19,1,1,1,21,0,0,0.626959513,0,0,0
1557,3112,3098,TWO LANE,0.034537,GREENLEAF WAY,19,1,1,1,21,0,0,1.002124601,0,0,0
1558,3112,3087,TWO LANE,0.047155,GREENLEAF WAY,19,1,1,1,21,0,0.603683977,0,0,0,0
1559,3116,3078,TWO LANE,0.055401,MACHADO WAY,19,1,1,4,16,0,0.959212386,0,0,0,0
1560,3118,3116,TWO LANE,0.123709,MOHAR ST,19,1,1,4,16,0,1.457119238,0,0,0,0
1561,3120,3066,TWO LANE,0.080708,ST EDWARDS AVE,19,1,1,3,18,0,8.034218015,0,0,0,0
1562,3064,3120,TWO LANE,0.16116,CIRCLE DR,19,1,1,3,18,3,15.19718821,0,0,0,0
1563,3074,3062,TWO LANE,0.130088,NEW DEAL ST,19,1,1,4,16,0,3.029880874,0,0,0,0
1564,3126,3127,TWO LANE,0.150861,HILLCREST AVE,19,1,1,2,19,0,0,25.61771964,0,0,0
1565,3128,3072,TWO LANE,0.10377,OWEN AVE,19,1,1,3,18,0,0,12.34475083,0,0,0
1566,3130,3131,TWO LANE,0.094907,VAUGHN AVE,17,1,1,3,23,0,4.117632788,0,0,0,0
1567,3132,3090,TWO LANE,0.058716,BEECH ST,19,1,1,4,16,0,1.940176556,0,0,0,0
1568,3134,3042,TWO LANE,0.149148,TOWT ST,17,1,1,4,20,3,6.004130746,0,0,0,0
1569,3068,3134,TWO LANE,0.063663,GARNER AVE,17,1,1,4,20,3,0.24117197,0,0,0,0
1570,3138,3139,MULTILANE,0.18104,HWY 183,14,2,2,9,32,0,0.240984238,0,0,0,0
1571,3140,3060,TWO LANE,0.075176,MARTELLA ST,19,1,1,3,18,0,0.059867468,0,0,0,0
1572,3089,3143,TWO LANE,0.05948,MADEIRA AVE,19,1,1,4,16,0,0,1.24117208,0,0,0
1573,3144,3145,TWO LANE,0.129923,NICKLAS LN,19,1,1,4,16,0,9.527544337,0,0,0,0
1574,3144,3147,TWO LANE,0.05403,CARMEL AVE,17,1,1,2,23,0,11.32072113,0,0,0,0
1575,3148,3102,TWO LANE,0.056159,REINDOLLAR AVE,17,1,1,4,20,0,0,5.261378651,0,0,0
1576,3150,3064,TWO LANE,0.111801,MADEIRA AVE,19,1,1,4,16,3,0,13.46569987,0,0,0
1577,3014,3153,TWO LANE,0.196147,CLARK ST,19,1,1,2,19,0,5.204937277,0,0,0,0
1578,3154,3132,TWO LANE,0.027341,BEECH ST,19,1,1,4,16,0,0.560227342,0,0,0,0
1579,3094,3154,TWO LANE,0.055738,KIMMEL ST,19,1,1,4,16,0,0.153539062,0,0,0,0
1580,3130,3147,TWO LANE,0.20078,EVERETT DR,19,1,1,2,19,0,10.18890871,0,0,0,0
1581,3160,3086,TWO LANE,0.065771,YORKSHIRE WAY,19,1,1,1,21,0,0,0.448899632,0,0,0
1582,3162,3116,TWO LANE,0.058401,MACHADO WAY,19,1,1,4,16,0,1.128151661,0,0,0,0
1583,3164,3162,TWO LANE,0.12695,ACOSTA ST,19,1,1,4,16,0,1.293949568,0,0,0,0
1584,3166,3066,TWO LANE,0.104678,ST ALBANS CT,19,1,1,3,18,0,10.71580752,0,0,0,0
1585,3120,3169,TWO LANE,0.048214,CIRCLE DR,19,1,1,3,18,3,4.325914258,0,0,0,0
1586,3170,3134,TWO LANE,0.058506,TOWT ST,17,1,1,4,20,3,2.556804597,0,0,0,0
1587,3090,3170,TWO LANE,0.078319,ALMA AVE,19,1,1,4,16,0,0.444772675,0,0,0,0
1588,3174,3144,TWO LANE,0.119472,CARMEL AVE,17,1,1,2,23,0,0,11.93502131,0,0,0
1589,3176,3143,TWO LANE,0.036323,OREGON ST,19,1,1,4,16,0,0,0.616452825,0,0,0
1590,3178,3130,TWO LANE,0.047469,VAUGHN AVE,17,1,1,2,23,0,0,12.51360876,0,0,0
1591,3178,3126,TWO LANE,0.080108,HILLCREST AVE,19,1,1,2,19,0,0,10.9191454,0,0,0
1592,3182,3074,TWO LANE,0.146829,DALLAS AVE,19,1,1,4,16,0,6.004862898,0,0,0,0
1593,3134,3182,TWO LANE,0.045714,GARNER AVE,17,1,1,4,20,3,0.083183679,0,0,0,0
1594,3186,3187,TWO LANE,0.110933,REINDOLLAR AVE,17,1,1,3,23,0,0,28.43496368,0,0,0
1595,3188,3189,TWO LANE,0.127769,LYNSCOTT DR,19,1,1,4,16,0,0,7.564915134,0,0,0
1596,3190,3140,TWO LANE,0.068945,ROSSI ST,16,1,1,9,19,2,0.553719328,0,0,0,0
1597,3192,3098,TWO LANE,0.08221,MOBRAY WAY,19,1,1,1,21,0,0,0.486946481,0,0,0
1598,3192,3112,TWO LANE,0.070083,SUFFOLK PL,19,1,1,1,21,0,0.51517812,0,0,0,0
1599,3196,3154,TWO LANE,0.056815,BEECH ST,19,1,1,4,16,0,0.967009487,0,0,0,0
1600,3078,3199,TWO LANE,0.03045,MONTANA ST,19,1,1,4,16,0,0.352433973,0,0,0,0
1601,3200,3150,TWO LANE,0.051304,MADEIRA AVE,19,1,1,2,19,3,12.83165038,0,0,0,0
1602,3202,3166,TWO LANE,0.056772,ST ALBANS CT,19,1,1,4,16,0,0,3.116093283,0,0,0
1603,3169,3202,TWO LANE,0.029885,CIRCLE DR,19,1,1,4,16,3,0,3.891410477,0,0,0
1604,3153,3207,TWO LANE,0.060817,CLARK ST,19,1,1,4,16,0,0,0.330075191,0,0,0
1605,3153,3209,TWO LANE,0.140684,NACIONAL CT,19,1,1,2,19,0,0,2.332112295,0,0,0
1606,3210,3176,TWO LANE,0.033094,OREGON ST,19,1,1,4,16,0,0,0.57973261,0,0,0
1607,3212,3213,TWO LANE,0.10307,SAN CLEMENTE AVE,19,1,1,3,18,0,0,0.206447962,0,0,0
1608,3214,3170,TWO LANE,0.058029,TOWT ST,17,1,1,4,20,3,2.124034201,0,0,0,0
1609,3214,3132,TWO LANE,0.078212,DEWEY AVE,19,1,1,4,16,0,0,0.26091503,0,0,0
1610,3218,3111,TWO LANE,0.088931,BRIDGE ST,19,1,1,1,21,3,0.441468607,0,0,0,0
1611,3190,3218,TWO LANE,0.065595,ROSSI ST,16,1,1,9,19,2,0,0.725293097,0,0,0
1612,3222,3138,MULTILANE,0.164803,HWY 183,14,2,2,9,32,0,0,1.29489761,0,0,0
1613,3224,3178,TWO LANE,0.11258,HILLCREST AVE,19,1,1,3,18,0,28.21070003,0,0,0,0
1614,3226,3192,TWO LANE,0.041771,MOBRAY WAY,19,1,1,1,21,0,0,0.906650789,0,0,0
1615,3228,3229,TWO LANE,0.676243,COOPER RD,8,1,1,1,49,0,0,2.932004103,0,0,0
1616,3230,3088,TWO LANE,0.224776,SUMMIT DR,19,1,1,4,16,0,8.311547007,0,0,0,0
1617,3150,3169,TWO LANE,0.197494,ST MICHAEL WAY,19,1,1,4,16,0,6.057402593,0,0,0,0
1618,3182,3235,TWO LANE,0.044541,GARNER AVE,17,1,1,4,20,3,0.04551855,0,0,0,0
1619,3236,3140,TWO LANE,0.081312,MARTELLA ST,19,1,1,3,18,0,0.523475837,0,0,0,0
1620,3238,3196,TWO LANE,0.05824,BEECH ST,19,1,1,4,16,0,0.897680368,0,0,0,0
1621,3116,3238,TWO LANE,0.108921,MOHAR ST,19,1,1,4,16,0,0.767951875,0,0,0,0
1622,3202,3243,TWO LANE,0.029594,CIRCLE DR,19,1,1,4,16,3,0,7.491274456,0,0,0
1623,3244,3245,TWO LANE,0.068065,CALLE CEBU,19,1,1,4,16,0,0,1.154205618,0,0,0
1624,3218,3247,TWO LANE,0.09965,ROSSI ST,16,1,1,9,19,2,0,1.658898952,0,0,0
1625,3248,3174,TWO LANE,0.074367,CARMEL AVE,17,1,1,4,20,0,0,3.393835283,0,0,0
1626,3247,3251,TWO LANE,0.021452,ROSSI ST,16,1,1,9,19,2,0,0.082679934,0,0,0
1627,3252,3160,TWO LANE,0.100298,YORKSHIRE WAY,19,1,1,1,21,0,0,1.134359305,0,0,0
1628,3226,3252,TWO LANE,0.032644,ARROW CT,19,1,1,1,21,0,0,0.487112311,0,0,0
1629,3256,3214,TWO LANE,0.055802,TOWT ST,17,1,1,1,26,3,0.937961218,0,0,0,0
1630,3251,3259,TWO LANE,0.028541,ROSSI ST,16,1,1,9,19,2,0,0.043894675,0,0,0
1631,3037,3261,TWO LANE,0.234897,DEL MONTE AVE,17,1,1,4,20,3,1.382577451,0,0,0,0
1632,3262,3213,TWO LANE,0.07117,WILSON ST,19,1,1,4,16,0,0.16753442,0,0,0,0
1633,3264,3222,MULTILANE,0.06379,HWY 183,14,2,2,9,32,0,0,1.433806157,0,0,0
1634,3266,3235,TWO LANE,0.057939,2ND AVE,19,1,1,4,16,0,2.235465162,0,0,0,0
1635,3170,3266,TWO LANE,0.09032,ALMA AVE,19,1,1,4,16,0,0.450041663,0,0,0,0
1636,3270,3166,TWO LANE,0.107667,ST ALBANS WAY,19,1,1,3,18,0,11.51320815,0,0,0,0
1637,3243,3270,TWO LANE,0.028839,CIRCLE DR,19,1,1,4,16,3,0,7.138026981,0,0,0
1639,3052,3248,TWO LANE,0.067914,CALIFORNIA AVE,16,1,1,4,25,0,1.947629483,0,0,0,0
1640,3278,3279,MULTILANE,0.082065,RESERVATION RD,14,2,2,9,28,2,0,6.230396861,0,0,0
1641,3280,3210,TWO LANE,0.058355,OREGON ST,19,1,1,4,16,0,0,1.042765269,0,0,0
1642,3282,3238,TWO LANE,0.057281,BEECH ST,19,1,1,4,16,0,1.069541991,0,0,0,0
1643,3162,3282,TWO LANE,0.107035,ACOSTA ST,19,1,1,4,16,0,0.826561545,0,0,0,0
1644,3247,3287,TWO LANE,0.035032,CALIFORNIA ST,19,1,1,3,18,0,0.782979755,0,0,0,0
1646,3290,2390,TWO LANE,0.918284,ARMSTRONG RD,9,1,1,1,30,0,0,3.386951807,0,0,0
1647,3292,3293,TWO LANE,0.040925,LAKE ST,19,1,1,3,18,0,0.243055539,0,0,0,0
1648,3213,3295,TWO LANE,0.069282,SAN CLEMENTE AVE,19,1,1,3,18,0,0,0.550102374,0,0,0
1649,3207,3295,TWO LANE,0.099647,NACIONAL ST,19,1,1,3,18,0,0,0.518335132,0,0,0
1650,3298,3287,TWO LANE,0.033603,LAKE ST,19,1,1,3,18,0,0,0.280520422,0,0,0
1651,3300,3301,TWO LANE,0.160024,YOUNG DR,19,1,1,3,18,0,0.466599552,0,0,0,0
1652,3300,3212,TWO LANE,0.110092,KIRKWOOD AVE,19,1,1,3,18,0,0.165247229,0,0,0,0
1653,3304,3224,TWO LANE,0.168911,HILLCREST AVE,19,1,1,3,18,0,0,24.42626503,0,0,0
1654,3306,3298,TWO LANE,0.031496,LAKE ST,19,1,1,3,18,0,0,0.371441754,0,0,0
