ptaz,ataz,da,s2,s3,wt,dt,wk,bk
649,649,1.2645537289391076,1.053794774115923,0.18734129317616405,0.0,0.0,2.1076299387424173,0.05718658502638885
649,652,3.1634278688008686,3.0478208702732634,2.8691555089124168,0.0,0.0,0.14395196208778632,0.0435165099256652
649,658,0.010429838612683557,0.010429838612683557,0.010429838612683557,0.0,0.0,1.1987657887888902e-05,4.417650406143994e-05
649,660,0.01040447746464587,0.01040447746464587,0.01040447746464587,0.0,0.0,4.873512499596386e-05,8.351248106643709e-05
649,661,0.03119088160632128,0.03119088160632128,0.03119088160632128,0.0,0.0,0.00017263401537119817,0.00029176116566503017
649,663,0.18869400636769934,0.1782110060139383,0.1677280056601772,0.0,0.0,0.006465494563726869,0.0022266073944582814
649,710,0.04179424,0.04179424,0.04179424,0.0,0.0,0.0,0.0
649,714,0.01044856,0.01044856,0.01044856,0.0,0.0,0.0,0.0
649,1079,0.03127664362767993,0.03127664362767993,0.03127664362767993,0.0,0.0,5.247287580032201e-05,0.00015463624115993744
649,1080,0.2463074735473396,0.2463074735473396,0.2355984529583249,0.0,0.0,0.001273003434059083,0.0019127965129366452
649,1081,0.12845194428895187,0.12845194428895187,0.11774761559820587,0.0,0.0,0.0005813692392555647,0.0009152865846347756
649,1084,0.02085097653749436,0.02085097653749436,0.02085097653749436,0.0,0.0,4.858761889135685e-05,8.98427686255491e-05
649,1085,0.010438591576331613,0.010438591576331613,0.010438591576331613,0.0,0.0,8.454058741790284e-06,2.1451212263369006e-05
649,1088,0.010440080532567779,0.010440080532567779,0.010440080532567779,0.0,0.0,0.0,2.543840229664738e-05
649,1126,0.01044856,0.01044856,0.01044856,0.0,0.0,0.0,0.0
649,1127,0.01044856,0.01044856,0.01044856,0.0,0.0,0.0,0.0
649,1132,0.02089712,0.03134568,0.03134568,0.0,0.0,0.0,0.0
652,649,1.7203817161753876,1.6515664475283716,1.5552250714225506,0.0,0.0,0.07811064743071681,0.02361275744297285
652,652,5.522508231266541,4.613999483424172,0.8166370767122427,0.0,0.0,9.21310208488849,0.2499802437085545
652,658,0.013640714569828714,0.013640714569828714,0.013640714569828714,0.0,0.0,1.211158332791027e-05,6.218470718594723e-05
652,660,0.027194442792416517,0.027194442792416517,0.027194442792416517,0.0,0.0,0.00017695626205003974,0.00023259536070043062
652,661,0.06793805165802128,0.06793805165802128,0.05435044132641702,0.0,0.0,0.0004581427703042585,0.0006320325872362375
652,663,0.2338824805112581,0.2338824805112581,0.22012468754000752,0.0,0.0,0.006284920083561331,0.002764911353915334
652,710,0.06832740000000001,0.06832740000000001,0.06832740000000001,0.0,0.0,0.0,0.0
652,714,0.01366548,0.01366548,0.01366548,0.0,0.0,0.0,0.0
652,1079,0.05452380964376585,0.05452380964376585,0.05452380964376585,0.0,0.0,0.00012707639284903526,0.00028725467585345634
652,1080,0.5305496290519346,0.5165877967084629,0.5026259643649906,0.0,0.0,0.0037635723322912095,0.0043377575423207155
652,1081,0.2676434167399713,0.2676434167399713,0.253556921122078,0.0,0.0,0.0017005112949541597,0.002053574103025384
652,1084,0.0272591118367622,0.0272591118367622,0.0272591118367622,0.0,0.0,8.912875165888711e-05,0.00012641573805451798
652,1085,0.027300793840368702,0.027300793840368702,0.027300793840368702,0.0,0.0,3.0715853802997805e-05,5.978262509094176e-05
652,1088,0.013653544438584832,0.013653544438584832,0.013653544438584832,0.0,0.0,0.0,3.580668424552763e-05
652,1126,0.02733096,0.02733096,0.02733096,0.0,0.0,0.0,0.0
652,1127,0.02733096,0.02733096,0.02733096,0.0,0.0,0.0,0.0
652,1128,0.01366548,0.01366548,0.01366548,0.0,0.0,0.0,0.0
652,1132,0.05466192,0.05466192,0.05466192,0.0,0.0,0.0,0.0
