ataz,ptaz,util
759,1079,-2.7022999999999997
759,1080,-2.7260899999999997
759,1081,-2.67424
759,1084,-2.51442
759,1085,-2.33142
759,1088,-2.3424
759,1126,-2.5986000000000002
759,1127,-2.3405699999999996
759,1128,-2.37534
759,1130,-2.22833
759,1132,-2.27652
759,1133,-2.28933
1079,649,-1.16998
1079,652,-1.0992199999999999
1079,658,-0.87596
1079,660,-0.50874
1079,661,-0.93086
1079,663,-0.9808799999999999
1079,690,-2.7999
1079,691,-2.7877
1079,710,-1.25233
1079,714,-1.8031599999999999
1079,736,-2.66143
1079,741,-2.6821699999999997
1079,759,-2.85236
1079,1080,-0.27084
1079,1081,-0.38064
1079,1084,-0.49166000000000004
1079,1085,-0.6777099999999999
1079,1088,-1.01077
1079,1126,-1.25843
1079,1127,-1.46156
1079,1128,-1.08885
1079,1130,-1.00345
1079,1132,-1.23769
1079,1133,-1.07787
1080,649,-0.94977
1080,652,-0.8784
1080,658,-0.65514
1080,660,-0.28853
1080,661,-0.71065
1080,663,-0.7606700000000001
1080,690,-2.7260899999999997
1080,691,-2.7145
1080,710,-1.03151
1080,714,-1.58234
1080,736,-2.5876200000000003
1080,741,-2.60836
1080,759,-2.77916
1080,1079,-0.27084
1080,1081,-0.16043
1080,1084,-0.27084
1080,1085,-0.4575
1080,1088,-0.79056
1080,1126,-1.3639599999999998
1080,1127,-1.56709
1080,1128,-1.1943799999999998
1080,1130,-1.1089799999999999
1080,1132,-1.3432199999999999
1080,1133,-1.1833999999999998
1081,649,-0.9918600000000001
1081,652,-0.9210999999999999
1081,658,-0.6978399999999999
1081,660,-0.33061999999999997
1081,661,-0.75274
1081,663,-0.80276
1081,690,-2.67485
1081,691,-2.6632599999999997
1081,710,-0.98027
1081,714,-1.56587
1081,736,-2.53638
1081,741,-2.55712
1081,759,-2.7279199999999997
1081,1079,-0.38064
1081,1080,-0.16043
1081,1084,-0.2196
1081,1085,-0.40626
1081,1088,-0.73871
1081,1126,-1.47376
1081,1127,-1.6768899999999998
1081,1128,-1.30418
1081,1130,-1.21878
1081,1132,-1.45302
1081,1133,-1.2932
1084,649,-1.1028799999999999
1084,652,-1.0321200000000001
1084,658,-0.58926
1084,660,-0.44164
1084,661,-0.86376
1084,663,-0.91378
1084,690,-2.51503
1084,691,-2.50344
1084,710,-0.8204499999999999
1084,714,-1.40605
1084,736,-2.37656
1084,741,-2.3973
1084,759,-2.5681
1084,1079,-0.49166000000000004
1084,1080,-0.27084
1084,1081,-0.2196
1084,1085,-0.24644
1084,1088,-0.57889
1084,1126,-1.58478
1084,1127,-1.60674
1084,1128,-1.23464
1084,1130,-1.1486299999999998
1084,1132,-1.38287
1084,1133,-1.22366
1085,649,-1.28954
1085,652,-1.21817
1085,658,-0.40565
1085,660,-0.6283000000000001
1085,661,-0.9918600000000001
1085,663,-1.0772599999999999
1085,690,-2.33142
1085,691,-2.31983
1085,710,-0.63745
1085,714,-1.22244
1085,736,-2.19356
1085,741,-2.2136899999999997
1085,759,-2.38449
1085,1079,-0.6777099999999999
1085,1080,-0.4575
1085,1081,-0.40626
1085,1084,-0.24644
1085,1088,-0.39589
1085,1126,-1.42618
1085,1127,-1.4231299999999998
1085,1128,-1.05103
1085,1130,-0.96563
1085,1132,-1.19987
1085,1133,-1.04005
1088,649,-1.48779
1088,652,-1.49755
1088,658,-0.40565
1088,660,-0.7600600000000001
1088,661,-0.9918600000000001
1088,663,-1.0766499999999999
1088,690,-2.3430099999999996
1088,691,-2.33081
1088,710,-0.6484300000000001
1088,714,-1.23342
1088,736,-2.20454
1088,741,-2.2252799999999997
1088,759,-2.39547
1088,1079,-1.01077
1088,1080,-0.79056
1088,1081,-0.73871
1088,1084,-0.57889
1088,1085,-0.39589
1088,1126,-1.63846
1088,1127,-1.63602
1088,1128,-1.26392
1088,1130,-1.1779099999999998
1088,1132,-1.4121499999999998
1088,1133,-1.25233
1126,649,-2.05265
1126,652,-1.9818900000000002
1126,658,-1.64883
1126,660,-1.5762399999999999
1126,661,-1.99836
1126,663,-2.04594
1126,690,-2.56932
1126,691,-2.55773
1126,710,-1.66103
1126,714,-1.76046
1126,736,-2.43085
1126,741,-2.45159
1126,759,-2.62239
1126,1079,-1.25843
1126,1080,-1.3639599999999998
1126,1081,-1.47376
1126,1084,-1.58478
1126,1085,-1.42618
1126,1088,-1.63846
1126,1127,-0.61549
1126,1128,-0.49043999999999993
1126,1130,-0.63196
1126,1132,-0.6490400000000001
1126,1133,-0.5660799999999999
1127,649,-2.32288
1127,652,-2.25212
1127,658,-1.72142
1127,660,-1.81902
1127,661,-2.24114
1127,663,-2.2905499999999996
1127,690,-2.32166
1127,691,-2.30946
1127,710,-1.42557
1127,714,-1.5128
1127,736,-2.1831899999999997
1127,741,-2.20393
1127,759,-2.37412
1127,1079,-1.47498
1127,1080,-1.58051
1127,1081,-1.69031
1127,1084,-1.6823799999999998
1127,1085,-1.49877
1127,1088,-1.71166
1127,1126,-0.61549
1127,1128,-0.56303
1127,1130,-0.70455
1127,1132,-0.63013
1127,1133,-0.63928
1128,649,-2.09413
1128,652,-2.02276
1128,658,-1.27368
1128,660,-1.4328899999999998
1128,661,-1.85501
1128,663,-1.9044199999999998
1128,690,-2.30702
1128,691,-2.2948199999999996
1128,710,-1.28588
1128,714,-1.49816
1128,736,-2.1685499999999998
1128,741,-2.18929
1128,759,-2.35948
1128,1079,-1.08885
1128,1080,-1.1943799999999998
1128,1081,-1.30418
1128,1084,-1.23464
1128,1085,-1.05103
1128,1088,-1.26392
1128,1126,-0.49043999999999993
1128,1127,-0.56303
1128,1130,-0.32635
1128,1132,-0.5398499999999999
1128,1133,-0.40077
1130,649,-2.00812
1130,652,-1.93736
1130,658,-1.18767
1130,660,-1.3468799999999999
1130,661,-1.769
1130,663,-1.81902
1130,690,-2.1600099999999998
1130,691,-2.1484199999999998
1130,710,-1.20048
1130,714,-1.3511499999999999
1130,736,-2.02154
1130,741,-2.04228
1130,759,-2.21308
1130,1079,-1.00345
1130,1080,-1.1089799999999999
1130,1081,-1.21878
1130,1084,-1.1486299999999998
1130,1085,-0.96563
1130,1088,-1.1779099999999998
1130,1126,-0.63196
1130,1127,-0.62952
1130,1128,-0.32635
1130,1132,-0.40565
1130,1133,-0.24583000000000002
1132,649,-2.2423599999999997
1132,652,-2.1716
1132,658,-1.42252
1132,660,-1.58112
1132,661,-2.0032400000000004
1132,663,-2.05326
1132,690,-2.24724
1132,691,-2.2356499999999997
1132,710,-1.3511499999999999
1132,714,-1.4383799999999998
1132,736,-2.10877
1132,741,-2.12951
1132,759,-2.30031
1132,1079,-1.23769
1132,1080,-1.3432199999999999
1132,1081,-1.45302
1132,1084,-1.38287
1132,1085,-1.19987
1132,1088,-1.4121499999999998
1132,1126,-0.6490400000000001
1132,1127,-0.5508299999999999
1132,1128,-0.5398499999999999
1132,1130,-0.40565
1132,1133,-0.33977
1133,649,-2.08254
1133,652,-2.01178
1133,658,-1.2627
1133,660,-1.4213
1133,661,-1.8434199999999998
1133,663,-1.89344
1133,690,-2.23443
1133,691,-2.2228399999999997
1133,710,-1.2749
1133,714,-1.42618
1133,736,-2.09596
1133,741,-2.1167000000000002
1133,759,-2.2875
1133,1079,-1.07787
1133,1080,-1.1833999999999998
1133,1081,-1.2932
1133,1084,-1.22366
1133,1085,-1.04005
1133,1088,-1.25233
1133,1126,-0.5660799999999999
1133,1127,-0.56364
1133,1128,-0.40077
1133,1130,-0.24583000000000002
1133,1132,-0.33977
