ataz,ptaz,util
660,1126,-0.44217000000000006
660,1127,-0.5030300000000001
660,1128,-0.39933
660,1130,-0.37535999999999997
660,1132,-0.4406400000000001
660,1133,-0.39610000000000006
661,649,-0.24548
661,652,-0.22576000000000002
661,658,-0.18139000000000002
661,660,-0.13209
661,663,-0.1428
661,690,-0.81481
661,691,-0.8115800000000001
661,710,-0.3468
661,714,-0.43979000000000007
661,736,-0.77622
661,741,-0.782
661,759,-0.8296
661,1079,-0.25942000000000004
661,1080,-0.19805000000000003
661,1081,-0.20978000000000002
661,1084,-0.24072000000000002
661,1085,-0.27642000000000005
661,1088,-0.27642000000000005
661,1126,-0.55981
661,1127,-0.62067
661,1128,-0.51697
661,1130,-0.49300000000000005
661,1132,-0.5582800000000001
661,1133,-0.51374
663,649,-0.13889
663,652,-0.15844000000000003
663,658,-0.20502000000000004
663,660,-0.18767999999999999
663,661,-0.1428
663,690,-0.8384400000000001
663,691,-0.8352100000000001
663,710,-0.37060000000000004
663,714,-0.46342000000000005
663,736,-0.7998500000000001
663,741,-0.8056300000000001
663,759,-0.85323
663,1079,-0.27591000000000004
663,1080,-0.21437
663,1081,-0.22627000000000003
663,1084,-0.25704
663,1085,-0.30022000000000004
663,1088,-0.30005
663,1126,-0.57562
663,1127,-0.6369900000000001
663,1128,-0.53329
663,1130,-0.5093200000000001
663,1132,-0.5746
663,1133,-0.5302300000000001
690,649,-0.9411200000000001
690,652,-0.9440100000000001
690,658,-0.6409000000000001
690,660,-0.73831
690,661,-0.80291
690,663,-0.82654
690,691,-0.04556
690,710,-0.47600000000000003
690,714,-0.36652
690,736,-0.09809
690,741,-0.08925000000000001
690,759,-0.060860000000000004
690,1079,-0.73848
690,1080,-0.74494
690,1081,-0.73066
690,1084,-0.6861200000000001
690,1085,-0.63495
690,1088,-0.6380100000000001
690,1126,-0.7095800000000001
690,1127,-0.6375000000000001
690,1128,-0.64719
690,1130,-0.60622
690,1132,-0.61982
690,1133,-0.62322
691,649,-0.9378900000000001
691,652,-0.9406100000000001
691,658,-0.6375000000000001
691,660,-0.7350800000000001
691,661,-0.7996800000000001
691,663,-0.8233100000000001
691,690,-0.04556
691,710,-0.4726
691,714,-0.36329000000000006
691,736,-0.10761000000000001
691,741,-0.09894000000000001
691,759,-0.07055000000000002
691,1079,-0.7350800000000001
691,1080,-0.7417100000000001
691,1081,-0.72726
691,1084,-0.68272
691,1085,-0.63172
691,1088,-0.6347800000000001
691,1126,-0.70618
691,1127,-0.6342700000000001
691,1128,-0.6439600000000001
691,1130,-0.60299
691,1132,-0.61642
691,1133,-0.61999
710,649,-0.48501000000000005
710,652,-0.4879
710,658,-0.18343
710,660,-0.28220000000000006
710,661,-0.3468
710,663,-0.37060000000000004
710,690,-0.47566
710,691,-0.47243
710,714,-0.19448000000000001
710,736,-0.43707000000000007
710,741,-0.44285
710,759,-0.49045000000000005
710,1079,-0.34901000000000004
710,1080,-0.28747
710,1081,-0.27319000000000004
710,1084,-0.22865
710,1085,-0.17765
710,1088,-0.18071000000000004
710,1126,-0.45594
710,1127,-0.38386
710,1128,-0.35836
710,1130,-0.33456
710,1132,-0.36618
710,1133,-0.3553
714,649,-0.5780000000000001
714,652,-0.58072
714,658,-0.28016
714,660,-0.37519
714,661,-0.43979000000000007
714,663,-0.46342000000000005
714,690,-0.37842000000000003
714,691,-0.37519
714,710,-0.19448000000000001
714,736,-0.33983
714,741,-0.34561
714,759,-0.39321
714,1079,-0.50252
714,1080,-0.44098000000000004
714,1081,-0.43639000000000006
714,1084,-0.39185000000000003
714,1085,-0.34068
714,1088,-0.34374
714,1126,-0.48263000000000006
714,1127,-0.41055
714,1128,-0.42024
714,1130,-0.37927
714,1132,-0.39287
714,1133,-0.39644
736,649,-0.9025300000000002
736,652,-0.90542
736,658,-0.60231
736,660,-0.69972
736,661,-0.7643200000000001
736,663,-0.78795
736,690,-0.09809
736,691,-0.10761000000000001
736,710,-0.43741
736,714,-0.32793
736,741,-0.013600000000000001
736,759,-0.08126000000000001
736,1079,-0.6998900000000001
736,1080,-0.70635
736,1081,-0.6920700000000001
736,1084,-0.64753
736,1085,-0.59636
736,1088,-0.5994200000000001
736,1126,-0.67099
736,1127,-0.5989099999999999
736,1128,-0.6086
736,1130,-0.5676300000000001
736,1132,-0.58123
736,1133,-0.5848
741,649,-0.9083100000000001
741,652,-0.9110300000000001
741,658,-0.6080900000000001
741,660,-0.7055
741,661,-0.7701
741,663,-0.79373
741,690,-0.08925000000000001
741,691,-0.09894000000000001
741,710,-0.44319000000000003
741,714,-0.33371
741,736,-0.013600000000000001
741,759,-0.07276
741,1079,-0.70567
741,1080,-0.71213
741,1081,-0.69785
741,1084,-0.6533100000000001
741,1085,-0.6021400000000001
741,1088,-0.6052000000000001
741,1126,-0.6767700000000001
741,1127,-0.6046900000000001
741,1128,-0.61438
741,1130,-0.57341
741,1132,-0.58701
741,1133,-0.59041
759,649,-0.95591
759,652,-0.9586300000000001
759,658,-0.6555200000000001
759,660,-0.7531
759,661,-0.8177000000000001
759,663,-0.8413300000000001
759,690,-0.060860000000000004
759,691,-0.07055000000000002
759,710,-0.49062
759,714,-0.38131000000000004
759,736,-0.08126000000000001
759,741,-0.07276
759,1079,-0.7531
759,1080,-0.75973
759,1081,-0.7452800000000002
759,1084,-0.70074
759,1085,-0.64974
759,1088,-0.6528
759,1126,-0.7242000000000001
759,1127,-0.65229
759,1128,-0.66198
759,1130,-0.6210100000000001
759,1132,-0.63444
759,1133,-0.6380100000000001
1079,649,-0.32606
1079,652,-0.30634
1079,658,-0.24412
1079,660,-0.14178000000000002
1079,661,-0.25942000000000004
1079,663,-0.27336
1079,690,-0.7803
1079,691,-0.7769000000000001
1079,710,-0.34901000000000004
1079,714,-0.50252
1079,736,-0.7417100000000001
1079,741,-0.74749
1079,759,-0.7949200000000001
1079,1080,-0.07548
1079,1081,-0.10608000000000001
1079,1084,-0.13702000000000003
1079,1085,-0.18887
1079,1088,-0.28169000000000005
1079,1126,-0.35071
1079,1127,-0.40732000000000007
1079,1128,-0.30345000000000005
1079,1130,-0.27965
1079,1132,-0.34493
1079,1133,-0.30039000000000005
1080,649,-0.26469000000000004
1080,652,-0.24480000000000002
1080,658,-0.18258000000000002
1080,660,-0.08041000000000001
1080,661,-0.19805000000000003
1080,663,-0.21199000000000004
1080,690,-0.75973
1080,691,-0.7565000000000001
1080,710,-0.28747
1080,714,-0.44098000000000004
1080,736,-0.7211400000000001
1080,741,-0.72692
1080,759,-0.7745200000000001
1080,1079,-0.07548
1080,1081,-0.04471
1080,1084,-0.07548
1080,1085,-0.1275
1080,1088,-0.22032000000000004
1080,1126,-0.38012
1080,1127,-0.43673000000000006
1080,1128,-0.33286
1080,1130,-0.30906
1080,1132,-0.37434
1080,1133,-0.3298
1081,649,-0.27642000000000005
1081,652,-0.25670000000000004
1081,658,-0.19448000000000001
1081,660,-0.09214
1081,661,-0.20978000000000002
1081,663,-0.22372000000000003
1081,690,-0.7454500000000001
1081,691,-0.74222
1081,710,-0.27319000000000004
1081,714,-0.43639000000000006
1081,736,-0.70686
1081,741,-0.71264
1081,759,-0.76024
1081,1079,-0.10608000000000001
1081,1080,-0.04471
1081,1084,-0.061200000000000004
1081,1085,-0.11322000000000002
1081,1088,-0.20587
1081,1126,-0.41072000000000003
1081,1127,-0.46733
1081,1128,-0.36346
1081,1130,-0.33966
1081,1132,-0.40494
1081,1133,-0.3604
1084,649,-0.30735999999999997
1084,652,-0.28764000000000006
1084,658,-0.16422
1084,660,-0.12308000000000001
1084,661,-0.24072000000000002
1084,663,-0.25466000000000005
1084,690,-0.70091
1084,691,-0.6976800000000001
1084,710,-0.22865
1084,714,-0.39185000000000003
1084,736,-0.66232
1084,741,-0.6681
1084,759,-0.7157000000000001
1084,1079,-0.13702000000000003
1084,1080,-0.07548
1084,1081,-0.061200000000000004
1084,1085,-0.06868
1084,1088,-0.16133000000000003
1084,1126,-0.44166000000000005
1084,1127,-0.44778
1084,1128,-0.34408
1084,1130,-0.32011
1084,1132,-0.38539000000000007
1084,1133,-0.34102
1085,649,-0.35938000000000003
1085,652,-0.33949
1085,658,-0.11305000000000001
1085,660,-0.17510000000000003
1085,661,-0.27642000000000005
1085,663,-0.30022000000000004
1085,690,-0.64974
1085,691,-0.64651
1085,710,-0.17765
1085,714,-0.34068
1085,736,-0.6113200000000001
1085,741,-0.61693
1085,759,-0.6645300000000001
1085,1079,-0.18887
1085,1080,-0.1275
1085,1081,-0.11322000000000002
1085,1084,-0.06868
1085,1088,-0.11033000000000001
1085,1126,-0.39746000000000004
1085,1127,-0.39661
1085,1128,-0.29291
1085,1130,-0.26911
1085,1132,-0.3343900000000001
1085,1133,-0.28985000000000005
1088,649,-0.41463000000000005
1088,652,-0.41735000000000005
1088,658,-0.11305000000000001
1088,660,-0.21182000000000004
1088,661,-0.27642000000000005
1088,663,-0.30005
1088,690,-0.6529699999999999
1088,691,-0.6495700000000001
1088,710,-0.18071000000000004
1088,714,-0.34374
1088,736,-0.61438
1088,741,-0.62016
1088,759,-0.6675900000000001
1088,1079,-0.28169000000000005
1088,1080,-0.22032000000000004
1088,1081,-0.20587
1088,1084,-0.16133000000000003
1088,1085,-0.11033000000000001
1088,1126,-0.45662
1088,1127,-0.45594
1088,1128,-0.35224
1088,1130,-0.32827
1088,1132,-0.39355
1088,1133,-0.34901000000000004
1126,649,-0.5720500000000001
1126,652,-0.5523300000000001
1126,658,-0.45951000000000003
1126,660,-0.43928
1126,661,-0.55692
1126,663,-0.57018
1126,690,-0.71604
1126,691,-0.71281
1126,710,-0.46291000000000004
1126,714,-0.49062
1126,736,-0.6774500000000001
1126,741,-0.68323
1126,759,-0.7308300000000001
1126,1079,-0.35071
1126,1080,-0.38012
1126,1081,-0.41072000000000003
1126,1084,-0.44166000000000005
1126,1085,-0.39746000000000004
1126,1088,-0.45662
1126,1127,-0.17153000000000002
1126,1128,-0.13668
1126,1130,-0.17612
1126,1132,-0.18088
1126,1133,-0.15776
1127,649,-0.64736
1127,652,-0.6276400000000001
1127,658,-0.47974
1127,660,-0.5069400000000001
1127,661,-0.62458
1127,663,-0.63835
1127,690,-0.64702
1127,691,-0.6436200000000001
1127,710,-0.39729000000000003
1127,714,-0.42160000000000003
1127,736,-0.60843
1127,741,-0.61421
1127,759,-0.6616400000000001
1127,1079,-0.41106000000000004
1127,1080,-0.44047000000000003
1127,1081,-0.47107000000000004
1127,1084,-0.46886
1127,1085,-0.41769000000000006
1127,1088,-0.47702
1127,1126,-0.17153000000000002
1127,1128,-0.15691000000000002
1127,1130,-0.19635000000000002
1127,1132,-0.17561000000000002
1127,1133,-0.17816
1128,649,-0.58361
1128,652,-0.56372
1128,658,-0.35496
1128,660,-0.39933
1128,661,-0.51697
1128,663,-0.53074
1128,690,-0.6429400000000001
1128,691,-0.63954
1128,710,-0.35836
1128,714,-0.41752
1128,736,-0.6043499999999999
1128,741,-0.6101300000000001
1128,759,-0.65756
1128,1079,-0.30345000000000005
1128,1080,-0.33286
1128,1081,-0.36346
1128,1084,-0.34408
1128,1085,-0.29291
1128,1088,-0.35224
1128,1126,-0.13668
1128,1127,-0.15691000000000002
1128,1130,-0.09095
1128,1132,-0.15045
1128,1133,-0.11169000000000001
1130,649,-0.55964
1130,652,-0.5399200000000001
1130,658,-0.33099
1130,660,-0.37535999999999997
1130,661,-0.49300000000000005
1130,663,-0.5069400000000001
1130,690,-0.60197
1130,691,-0.59874
1130,710,-0.33456
1130,714,-0.37655
1130,736,-0.5633800000000001
1130,741,-0.56916
1130,759,-0.6167600000000001
1130,1079,-0.27965
1130,1080,-0.30906
1130,1081,-0.33966
1130,1084,-0.32011
1130,1085,-0.26911
1130,1088,-0.32827
1130,1126,-0.17612
1130,1127,-0.17544
1130,1128,-0.09095
1130,1132,-0.11305000000000001
1130,1133,-0.06851000000000002
1132,649,-0.62492
1132,652,-0.6052000000000001
1132,658,-0.39644
1132,660,-0.4406400000000001
1132,661,-0.5582800000000001
1132,663,-0.57222
1132,690,-0.6262800000000001
1132,691,-0.62305
1132,710,-0.37655
1132,714,-0.40086
1132,736,-0.58769
1132,741,-0.5934699999999999
1132,759,-0.64107
1132,1079,-0.34493
1132,1080,-0.37434
1132,1081,-0.40494
1132,1084,-0.38539000000000007
1132,1085,-0.3343900000000001
1132,1088,-0.39355
1132,1126,-0.18088
1132,1127,-0.15351
1132,1128,-0.15045
1132,1130,-0.11305000000000001
1132,1133,-0.09469000000000001
1133,649,-0.58038
1133,652,-0.5606599999999999
1133,658,-0.3519
1133,660,-0.39610000000000006
1133,661,-0.51374
1133,663,-0.52768
1133,690,-0.6227100000000001
1133,691,-0.61948
1133,710,-0.3553
1133,714,-0.39746000000000004
1133,736,-0.5841200000000001
1133,741,-0.5899000000000001
1133,759,-0.6375000000000001
1133,1079,-0.30039000000000005
1133,1080,-0.3298
1133,1081,-0.3604
1133,1084,-0.34102
1133,1085,-0.28985000000000005
1133,1088,-0.34901000000000004
1133,1126,-0.15776
1133,1127,-0.15708000000000003
1133,1128,-0.11169000000000001
1133,1130,-0.06851000000000002
1133,1132,-0.09469000000000001
