ptaz,ataz,da,s2,s3,wt,dt,wk,bk
649,652,0.14231392683485908,0.8776025488149647,0.9803848293068068,0.0,0.0,1.2200641968032724,0.1545193782400973
649,1126,0.0130607,0.09142490000000003,0.1044856,0.0,0.0,0.0,0.0
649,1132,0.0,0.026121400000000003,0.026121400000000003,0.0,0.0,0.0,0.0
652,652,0.5164938357615491,1.4990918647713247,0.3779223188499138,0.0,0.0,3.524575770856429,0.04006548976078417
652,1126,0.01739242909090909,0.15653186181818182,0.2087091490909091,0.0,0.0,0.0,0.0
652,1132,0.0,0.032797152,0.049195728000000015,0.0,0.0,0.0,0.0
658,652,0.010427745408101728,0.04171098163240691,0.052138727040508655,0.0,0.0,0.0011874294712220725,0.0025541964477606496
658,1126,0.0,0.032049617142857145,0.04273282285714286,0.0,0.0,0.0,0.0
658,1132,0.0,0.02050817259446225,0.02050817259446225,0.0,0.0,0.0,0.0005294548110754901
660,652,0.0,0.02837735754599672,0.037836476727995616,0.0,0.0,0.005525710310124913,0.003042895415882737
660,1126,0.0,0.01107888,0.02215776,0.0,0.0,0.0,0.0
661,652,0.00927463115512316,0.07419704924098527,0.0834716803961084,0.0,0.0,0.015315486070167115,0.008851833137616054
661,1126,0.0,0.01107888,0.02215776,0.0,0.0,0.0,0.0
663,652,0.014970330767785676,0.09730714999060697,0.10479231537449978,0.0,0.0,0.07630539465411222,0.01406372921299556
663,1126,0.0,0.01246374,0.01246374,0.0,0.0,0.0,0.0
710,652,0.039364126153846164,0.21650269384615387,0.25586682000000005,0.0,0.0,0.0,0.0
710,1126,0.0782096208695652,0.586572156521739,0.6843341826086956,0.0,0.0,0.0,0.0
710,1127,0.018278884495447262,0.07311553798178905,0.07311553798178905,0.0,0.0,0.0,0.006067919540974687
710,1132,0.058462550738026725,0.4092378551661872,0.4677004059042138,0.0,0.0,0.0,0.010531068191572679
714,652,0.0,0.01550708,0.01550708,0.0,0.0,0.0,0.0
714,1126,0.0,0.06202832,0.06202832,0.0,0.0,0.0,0.0
714,1132,0.0,0.038767699999999995,0.038767699999999995,0.0,0.0,0.0,0.0
736,1126,0.0,0.01103028,0.01103028,0.0,0.0,0.0,0.0
736,1132,0.0,0.00735352,0.00735352,0.0,0.0,0.0,0.0
