ptaz,ataz,da,s2,s3,wt,dt,wk,bk
649,649,0.5030501671656056,0.09647537452491063,0.013782196360701528,0.0,0.0,0.3977671682182953,0.008925093730487055
649,652,2.8945584903051325,0.326804990840902,0.18674570905194404,0.0,0.0,0.2495148875157668,0.06237592228625612
649,658,0.35442408530048314,0.05063201218578331,0.040505609748626666,0.0,0.0,0.00109655670011567,0.003341736064991157
649,660,0.09787442922946582,0.009787442922946579,0.009787442922946579,0.0,0.0,0.0010552767929054986,0.0014954081317355044
649,661,0.3788092645107649,0.04984332427773222,0.029905994566639338,0.0,0.0,0.00477201442609114,0.0066694022187721936
649,663,0.15829566349905974,0.018623019235183502,0.009311509617591751,0.0,0.0,0.010717548511001512,0.003052259137163505
649,710,0.09,0.02,0.01,0.0,0.0,0.0,0.0
649,1079,0.2154171504264981,0.030773878632356862,0.020515919088237917,0.0,0.0,0.0009581103604406498,0.00233494149246654
649,1080,0.3404155605870206,0.050061111851032465,0.030036667110619468,0.0,0.0,0.004230249953500479,0.0052564104978267785
649,1081,0.4879342077962074,0.0697048868280296,0.039831363901731205,0.0,0.0,0.00544304892916365,0.0070864925448682545
649,1084,0.0889111637065596,0.009879018189617736,0.009879018189617736,0.0,0.0,0.0005261909012786016,0.000804609012926286
649,1085,0.2268667005636681,0.030936368258682012,0.020624245505788008,0.0,0.0,0.0005075939060957274,0.0010650917657659886
649,1088,0.2364693789131549,0.04112510937620086,0.03084383203215065,0.0,0.0,0.0,0.001561679678493508
649,1126,0.09,0.02,0.02,0.0,0.0,0.0,0.0
649,1127,0.05,0.01,0.01,0.0,0.0,0.0,0.0
649,1128,0.01,0.0,0.0,0.0,0.0,0.0,0.0
649,1132,0.03,0.01,0.01,0.0,0.0,0.0,0.0
649,1133,0.01,0.0,0.0,0.0,0.0,0.0,0.0
652,649,0.6935424275937422,0.074977559739864,0.046860974837414984,0.0,0.0,0.05969576609920237,0.014923271729776344
