ptaz,ataz,da,s2,s3,wt,dt,wk,bk
649,652,0.21535317673897128,0.8075744127711424,1.1306041778795992,0.0,0.0,0.773147706051833,0.097918046558455
649,1126,0.017932396363636367,0.07172958545454547,0.1075943781818182,0.0,0.0,0.0,0.0
649,1132,0.0,0.01878632,0.01878632,0.0,0.0,0.0,0.0
652,652,0.654240546129192,1.8988932924237525,0.478712594728677,0.0,0.0,0.4387488250491161,0.00498746166926356
652,1126,0.015373645714285716,0.07686822857142858,0.12298916571428573,0.0,0.0,0.0,0.0
652,1132,0.0,0.015943040000000002,0.031886080000000004,0.0,0.0,0.0,0.0
658,652,0.02195181765730656,0.04390363531461312,0.0658554529719197,0.0,0.0,0.0008828015068607515,0.0018989325492998325
658,1126,0.0,0.040347792000000014,0.060521688,0.0,0.0,0.0,0.0
658,1132,0.0,0.022246413086389274,0.022246413086389274,0.0,0.0,0.0,0.0003380538272214559
660,652,0.0,0.04165779554814465,0.04165779554814465,0.0,0.0,0.0040925084036241436,0.0022536605000865444
660,1126,0.0,0.02241544,0.02241544,0.0,0.0,0.0,0.0
661,652,0.02065542120233764,0.08262168480935055,0.12393252721402588,0.0,0.0,0.0122690884585841,0.0070911183157017785
661,1126,0.0,0.02241544,0.02241544,0.0,0.0,0.0,0.0
663,652,0.036007457837302824,0.12602610243055992,0.18003728918651427,0.0,0.0,0.07077760051638922,0.013044910029233844
663,1126,0.0,0.01681158,0.01681158,0.0,0.0,0.0,0.0
710,652,0.01910144,0.11460864,0.17191296,0.0,0.0,0.0,0.0
710,1126,0.07385890133333334,0.2954356053333333,0.4616181333333334,0.0,0.0,0.0,0.0
710,1127,0.01714121052477286,0.03428242104954572,0.05142363157431857,0.0,0.0,0.0,0.002210656851362916
710,1132,0.056008901478208764,0.20536597208676546,0.317383775043183,0.0,0.0,0.0,0.003835271391843032
714,652,0.0,0.0,0.01910144,0.0,0.0,0.0,0.0
714,1126,0.0,0.03820288,0.03820288,0.0,0.0,0.0,0.0
714,1132,0.0,0.01910144,0.03820288,0.0,0.0,0.0,0.0
736,1126,0.0,0.02436366,0.02436366,0.0,0.0,0.0,0.0
736,1132,0.0,0.0,0.03248488,0.0,0.0,0.0,0.0
741,1126,0.0,0.02436366,0.02436366,0.0,0.0,0.0,0.0
741,1132,0.0,0.0,0.03248488,0.0,0.0,0.0,0.0
1079,652,0.0682243951696687,0.20467318550900607,0.3070097782635093,0.0,0.0,0.010202693364951774,0.009662307692864351
1079,1126,0.07040695678795322,0.31683130554578964,0.4576452191216961,0.0,0.0,0.0,0.00933775854456087
1079,1127,0.0,0.0,0.035950313550182064,0.0,0.0,0.0,0.0003995264498179232
1079,1132,0.03584181384185749,0.10752544152557243,0.17920906920928753,0.0,0.0,0.0,0.004572235423282611
1080,652,0.3363418708915777,1.3453674835663108,1.8835144769928351,0.0,0.0,0.19412323021495112,0.09373597833432527
1080,1126,0.2462645879359319,1.0554196625825654,1.5479488384544289,0.0,0.0,0.0,0.022004271027074033
1080,1127,0.0,0.03606977521196025,0.07213955042392049,0.0,0.0,0.0,0.0008401943641193066
1080,1132,0.10438084879935572,0.3827297789309711,0.5566978602632304,0.0,0.0,0.0,0.01033687200644273
1081,652,0.3047443718352685,1.1512565158221253,1.6253033164547648,0.0,0.0,0.15042564744986622,0.07610558843797564
1081,1126,0.1775009710674523,0.7810042726967902,1.1360062148316947,0.0,0.0,0.0,0.01377926140406327
1081,1127,0.0,0.036113321713766265,0.036113321713766265,0.0,0.0,0.0,0.00047303657246751396
1081,1132,0.07045886077697,0.28183544310788,0.4227531646618203,0.0,0.0,0.0,0.00647409145332989
1084,652,0.0,0.034986846738787034,0.034986846738787034,0.0,0.0,0.0017099188683041152,0.0010160676541218312
1084,1126,0.0,0.027106861894890474,0.027106861894890474,0.0,0.0,0.0,0.00031103621021906497
1084,1132,0.0,0.0,0.03608955590228045,0.0,0.0,0.0,0.0002602840977195472
1085,652,0.03117897872933565,0.062357957458671315,0.12471591491734263,0.0,0.0,0.001835193346907872,0.0014964355477425887
1085,1126,0.031541257639489645,0.0946237729184689,0.1577062881974482,0.0,0.0,0.0,0.005893001244593243
1085,1132,0.0,0.06721584717609368,0.1008237707641405,0.0,0.0,0.0004736270869469759,0.0019363549728188879
1088,652,0.015364337316935154,0.046093011950805465,0.061457349267740616,0.0,0.0,0.0,0.0010093014645187887
1088,1126,0.01583473333333333,0.06333893333333332,0.11084313333333334,0.0,0.0,0.0,0.0
1088,1127,0.0,0.0,0.01642828217113739,0.0,0.0,0.0,9.49178288626104e-05
1088,1132,0.015230736050209666,0.030461472100419325,0.060922944200838665,0.0,0.0,0.0,0.0007856476485323394
1126,652,0.022352967999999997,0.08941187199999998,0.11176484,0.0,0.0,0.0,0.0
1126,1126,4.8346633824582685,14.10306684248803,3.5375585725304415,0.0,0.0,3.252475601760304,0.03697240076296149
1126,1127,0.059408865717748276,0.21783250763174367,0.29704432858874125,0.0,0.0,0.0771049865642655,0.019198351497501227
1126,1132,0.2857452704881868,1.077039865686242,1.5166479741296066,0.0,0.0,0.0981331663957712,0.05773148330019184
1127,652,0.0,0.040549824000000005,0.060824736,0.0,0.0,0.0,0.0
1127,1126,0.6907546045174254,2.64789265065013,3.722399813232792,0.0,0.0,0.9480332480873992,0.2360505635122543
1127,1127,0.2695064926213719,0.7860606034790012,0.20212986946602896,0.0,0.0,0.18200561210906188,0.0020689423245365546
1127,1132,0.22128422891806868,0.8482562108525965,1.1986229066395389,0.0,0.0,0.4248766674101721,0.07786462617962431
1128,652,0.0,0.046285775999999994,0.06942866399999999,0.0,0.0,0.0,0.0
1128,1126,0.6144647822804842,2.366827309524829,3.32266141529447,0.0,0.0,0.5892404745864487,0.16538685831377264
1128,1127,0.04350954820282881,0.13052864460848645,0.19579296691272965,0.0,0.0,0.044951498455814184,0.009503621820140938
1128,1132,0.20255673805854732,0.7202017353192794,1.0127836902927363,0.0,0.0,0.2085587037070168,0.054473492622419344
1130,652,0.0,0.01887053287775784,0.01887053287775784,0.0,0.0,0.0,0.0008304142444843162
1130,1126,0.14453243330946386,0.5540409943529448,0.7949283832020512,0.0,0.0,0.04748055155040206,0.02759115758513812
1130,1127,0.0,0.045244663890157036,0.045244663890157036,0.0,0.0,0.009505609163910687,0.002862343055775249
1130,1132,0.058041854725983284,0.2515147038125942,0.3482511283558997,0.0,0.0,0.2025311284450424,0.02680522466048052
1132,652,0.0,0.029075040000000007,0.04361256,0.0,0.0,0.0,0.0
1132,1126,0.3779660338158096,1.481626852557974,2.101491148015901,0.0,0.0,0.1349966134873512,0.0794181521229636
1132,1127,0.0264920341977092,0.11921415388969145,0.1589522051862552,0.0,0.0,0.056501341139918934,0.0103546655864254
1132,1132,0.7270511213798287,2.1003699062083947,0.5331708223452077,0.0,0.0,0.4863226941319719,0.005528255934599158
1133,652,0.0,0.016152800000000002,0.016152800000000002,0.0,0.0,0.0,0.0
1133,1126,0.19479995696942415,0.7642152158031258,1.0788920693691189,0.0,0.0,0.09481006766183274,0.03983429019649845
1133,1127,0.012905135760587673,0.05162054304235069,0.06452567880293833,0.0,0.0,0.02003771320359397,0.004362529190529364
1133,1132,0.08651304499763338,0.31360978811642104,0.43256522498816696,0.0,0.0,0.37517614510347547,0.03590139679430332
