node_id,xcoord,ycoord,zcoord
4,-121.659913001108,36.9057809990604,196.363256359351
5,-121.65828300111001,36.9062179990589,251.27378348603298
6,-121.662023001107,36.90518299905929,164.600419873015
8,-121.663132001107,36.908240999060105,194.388061683635
10,-121.66391000110599,36.90465099905921,125.85760101558701
17,-121.662501001109,36.9017369990589,86.95051113138679
18,-121.747746001107,36.8958669990586,29.848563702400604
19,-121.747964001106,36.898584999057604,27.9200827981543
20,-121.67604100110701,36.8970999990597,67.63393797586579
22,-121.64609600110902,36.891544999058794,94.6666562338202
23,-121.64362600110701,36.8918449990607,96.90244053918242
24,-121.645710001108,36.88940099905879,103.95611990781
25,-121.643243001106,36.8897029990592,116.900459049255
28,-121.644337001108,36.888441999058706,120.543645122859
29,-121.643074001108,36.888592999058794,130.504698265256
30,-121.64550900110599,36.888295999059295,115.600595949829
34,-121.651790001108,36.8876499990593,112.553781724664
36,-121.64094100110701,36.8877839990595,161.616608226706
37,-121.64044700110901,36.8878449990603,164.929137142312
39,-121.64288800110901,36.8875339990586,144.058537921255
41,-121.644118001108,36.8873779990602,131.323156081472
42,-121.730220001109,36.884042999059794,56.177286964076096
43,-121.744503001108,36.87342599905921,35.228985813971796
44,-121.641284001108,36.8798259990587,297.281310314269
45,-121.63932500110701,36.8801729990593,317.451872537768
46,-121.735747001108,36.8729919990598,101.87225391858499
47,-121.734772001106,36.8750549990579,128.413110267459
49,-121.641488001107,36.8784079990585,286.922029310011
50,-121.66359100110701,36.876166999058796,151.926876678867
51,-121.667814001106,36.8773199990597,258.628364623062
52,-121.762712001106,36.8727949990594,176.305883512722
53,-121.761523001105,36.873417999058,181.652542174332
54,-121.732986001106,36.8722369990595,144.041216592463
58,-121.77002600110701,36.86980099905811,163.799421055111
59,-121.770440001107,36.873525999057,143.12371181377898
60,-121.658219001108,36.8679949990601,178.81440991178903
61,-121.65467500110701,36.872148999058794,354.09839760287105
62,-121.735048001105,36.8690929990593,58.662616048898
65,-121.743653001108,36.8686099990596,72.7772399822244
66,-121.756866001108,36.8603309990579,23.717639327362104
67,-121.74608700110599,36.8754599990596,49.0896188680896
68,-121.73392400110599,36.8683439990589,47.1875110636234
71,-121.73049100110701,36.8712789990589,136.525674754866
72,-121.660661001107,36.868508999058,201.87290321810698
75,-121.645678001107,36.8682449990591,206.13980731313302
76,-121.72261200110701,36.8716329990586,64.598381362875
77,-121.72255000110701,36.866196999059895,58.820804585935
79,-121.645957001108,36.8677939990588,197.196144444423
80,-121.733538001105,36.8656009990595,30.493370191318803
82,-121.730765001105,36.866438999058,60.972610483645
85,-121.64089100110901,36.866205999057996,231.896047517071
86,-121.722512001108,36.8641339990595,30.642118979626698
88,-121.716797001106,36.8641409990591,42.205341844733894
89,-121.708868001107,36.8688509990601,151.849130945882
92,-121.735198001105,36.863128999059896,30.774497610377498
93,-121.735032001107,36.8656599990582,55.23497038313089
95,-121.740203001108,36.8632369990573,20.9431886047203
96,-121.73484300110701,36.863105999057204,31.4383901010348
98,-121.66875100110799,36.8681099990597,94.3061373052323
99,-121.68706800110701,36.8610059990599,80.2537274798698
100,-121.707219001106,36.861285999058204,57.9219665427221
103,-121.65995400110701,36.862193999060295,97.3110999960912
105,-121.68778600110599,36.8609309990577,67.0346938406076
107,-121.653414001108,36.8601829990589,157.4748081798
108,-121.706252001106,36.8573359990591,38.9743195431125
110,-121.644747001108,36.85749199905921,139.041234814902
111,-121.63967500110701,36.8605649990598,215.719152936159
112,-121.771088001107,36.853810999057295,171.13320157909598
114,-121.70626400110599,36.8537269990602,79.557901918106
116,-121.704023001107,36.8536059990578,96.6095861800387
120,-121.674581001107,36.8417549990589,200.67362647669898
122,-121.690011001106,36.8507969990593,95.89233423468309
123,-121.687834001106,36.8514409990594,156.112668395355
124,-121.63917400110901,36.8547539990589,152.749739919748
125,-121.635779001106,36.846051999059796,175.15935922858003
126,-121.72694000110701,36.8396039990579,185.965953536547
127,-121.725176001106,36.8432819990587,299.795005578069
129,-121.770969001107,36.838270999059205,127.74229675453199
130,-121.673423001106,36.8399919990584,203.359333548959
131,-121.669492001108,36.8424209990599,430.19427402126
134,-121.69444600110799,36.8322539990583,256.411785215844
135,-121.724656001106,36.8355669990589,110.40068048191799
139,-121.64907000110901,36.837454999059894,708.111039609734
141,-121.77098900110501,36.8309679990589,31.491834034757105
144,-121.73421700110701,36.830070999057895,11.9845197582495
145,-121.726193001105,36.832189999059,49.335568595746096
146,-121.68015900110599,36.8308819990578,422.642374914774
147,-121.68040900110701,36.8300499990595,458.61046458166703
148,-121.676065001106,36.8248529990586,296.911780289778
152,-121.708647001105,36.827286999059204,154.310712038376
153,-121.706109001106,36.8250199990579,170.123633437269
154,-121.64059000110599,36.8263529990589,550.30151927878
155,-121.641175001108,36.8282659990611,510.38792127073503
156,-121.657779001107,36.8252949990594,315.81282928546904
157,-121.656742001108,36.830123999058706,527.649176089468
158,-121.665153001107,36.824789999059895,266.666887939133
159,-121.667599001108,36.8343129990583,255.628971290088
160,-121.643065001106,36.822761999057896,400.28644671903197
162,-121.63238900110599,36.822987999058796,499.67077460501605
163,-121.631430001108,36.8306509990596,517.1978567528901
165,-121.63830700110701,36.8268909990584,471.300640757001
166,-121.630463001106,36.821398999060605,460.69973722843497
168,-121.63925700110701,36.8211579990591,566.483144685039
169,-121.643065001106,36.8227619990606,400.28644671903197
170,-121.645329001108,36.8210129990594,370.989221287526
172,-121.64627100110701,36.8205189990599,363.766427428077
174,-121.641220001108,36.8202479990603,536.862821403763
178,-121.64231900110701,36.819650999058204,508.45008509678496
180,-121.662223001106,36.8174329990602,334.08598011247
181,-121.65848400110599,36.8193769990594,406.813884344626
182,-121.718590001108,36.814382999058296,75.8361253212756
183,-121.720667001107,36.8148789990589,68.1703046863786
184,-121.639001001106,36.815712999059,311.449055909485
185,-121.641709001108,36.817678999059204,433.549956073911
187,-121.643086001108,36.813648999057996,328.107643628058
188,-121.62630600110701,36.814938999059294,452.89863125858597
189,-121.62703200110799,36.81552699905821,429.22968626648
190,-121.65477500110701,36.8141269990595,321.12975133059797
191,-121.654712001105,36.815139999059,339.376469609619
192,-121.653680001105,36.81407499905811,363.56758257848395
194,-121.66206600110701,36.8138319990581,293.65164088452
196,-121.679036001108,36.821771999060104,458.05067527951104
197,-121.700864001106,36.8145839990592,175.522681609226
198,-121.649274001108,36.8082819990591,214.083488844824
202,-121.66062900110799,36.8089239990602,203.842866452034
203,-121.655511001107,36.811924999058,268.976531942373
205,-121.722579001106,36.8070219990594,124.75473048493
208,-121.70371200110701,36.8079479990597,135.761371121945
209,-121.70695800110501,36.8102229990577,324.104939858744
211,-121.713348001104,36.807518999058,226.18744317002202
214,-121.622921001106,36.8084519990584,543.811928255978
216,-121.66256000110799,36.8075489990587,189.45294728116403
