ataz,ptaz,util
691,658,-0.4875
691,660,-0.56212
691,661,-0.61152
691,663,-0.62959
691,690,-0.03484
691,710,-0.3614
691,714,-0.27781
691,736,-0.08229
691,741,-0.07566
691,759,-0.053950000000000005
691,1079,-0.56212
691,1080,-0.56719
691,1081,-0.55614
691,1084,-0.5220799999999999
691,1085,-0.48307999999999995
691,1088,-0.48542
691,1126,-0.54002
691,1127,-0.48503
691,1128,-0.49244
691,1130,-0.46110999999999996
691,1132,-0.47137999999999997
691,1133,-0.47411
710,649,-0.37089
710,652,-0.3731
710,658,-0.14026999999999998
710,660,-0.21580000000000002
710,661,-0.2652
710,663,-0.2834
710,690,-0.36374
710,691,-0.36127
710,714,-0.14872
710,736,-0.33422999999999997
710,741,-0.33865
710,759,-0.37505
710,1079,-0.26689
710,1080,-0.21983
710,1081,-0.20890999999999998
710,1084,-0.17484999999999998
710,1085,-0.13584999999999997
710,1088,-0.13819
710,1126,-0.34865999999999997
710,1127,-0.29353999999999997
710,1128,-0.27403999999999995
710,1130,-0.25584
710,1132,-0.28002
710,1133,-0.27169999999999994
714,649,-0.442
714,652,-0.4440799999999999
714,658,-0.21423999999999999
714,660,-0.28691
714,661,-0.33631
714,663,-0.35438000000000003
714,690,-0.28938
714,691,-0.28691
714,710,-0.14872
714,736,-0.25987
714,741,-0.26428999999999997
714,759,-0.30068999999999996
714,1079,-0.38427999999999995
714,1080,-0.33722
714,1081,-0.33371
714,1084,-0.29964999999999997
714,1085,-0.26052
714,1088,-0.26286
714,1126,-0.36907
714,1127,-0.31394999999999995
714,1128,-0.32136
714,1130,-0.29002999999999995
714,1132,-0.30043
714,1133,-0.30316
736,649,-0.6901700000000001
736,652,-0.69238
736,658,-0.46059
736,660,-0.5350799999999999
736,661,-0.58448
736,663,-0.60255
736,690,-0.07501
736,691,-0.08229
736,710,-0.33449
736,714,-0.25077
736,741,-0.0104
736,759,-0.06214
736,1079,-0.53521
736,1080,-0.5401499999999999
736,1081,-0.52923
736,1084,-0.49517
736,1085,-0.45603999999999995
736,1088,-0.45837999999999995
736,1126,-0.51311
736,1127,-0.45798999999999995
736,1128,-0.4653999999999999
736,1130,-0.43407
736,1132,-0.44447
736,1133,-0.4472
741,649,-0.6945899999999999
741,652,-0.69667
741,658,-0.46501000000000003
741,660,-0.5395
741,661,-0.5889
741,663,-0.6069699999999999
741,690,-0.06824999999999999
741,691,-0.07566
741,710,-0.33891
741,714,-0.25519
741,736,-0.0104
741,759,-0.05564
741,1079,-0.5396299999999999
741,1080,-0.54457
741,1081,-0.53365
741,1084,-0.49959
741,1085,-0.46046
741,1088,-0.4628
741,1126,-0.51753
741,1127,-0.46241
741,1128,-0.46981999999999996
741,1130,-0.43848999999999994
741,1132,-0.44889
741,1133,-0.45148999999999995
759,649,-0.7309899999999999
759,652,-0.73307
759,658,-0.5012800000000001
759,660,-0.5759
759,661,-0.6253
759,663,-0.64337
759,690,-0.04654
759,691,-0.053950000000000005
759,710,-0.37517999999999996
759,714,-0.29158999999999996
759,736,-0.06214
759,741,-0.05564
759,1079,-0.5759
759,1080,-0.58097
759,1081,-0.56992
759,1084,-0.53586
759,1085,-0.49685999999999997
759,1088,-0.4992
759,1126,-0.5538
759,1127,-0.4988099999999999
759,1128,-0.5062199999999999
759,1130,-0.47489
759,1132,-0.48516
759,1133,-0.48789
1079,649,-0.24933999999999998
1079,652,-0.23426
1079,658,-0.18667999999999998
1079,660,-0.10841999999999999
1079,661,-0.19838
1079,663,-0.20903999999999998
1079,690,-0.5967
1079,691,-0.5941
1079,710,-0.26689
1079,714,-0.38427999999999995
1079,736,-0.56719
1079,741,-0.57161
1079,759,-0.60788
1079,1080,-0.05772
1079,1081,-0.08112
1079,1084,-0.10478
1079,1085,-0.14442999999999998
1079,1088,-0.21541
1079,1126,-0.26819
1079,1127,-0.31148
1079,1128,-0.23205
1079,1130,-0.21384999999999998
1079,1132,-0.26377
1079,1133,-0.22971000000000003
1080,649,-0.20241
1080,652,-0.1872
1080,658,-0.13962
1080,660,-0.06149
1080,661,-0.15145
1080,663,-0.16211
1080,690,-0.58097
1080,691,-0.5785
1080,710,-0.21983
1080,714,-0.33722
1080,736,-0.55146
1080,741,-0.5558799999999999
1080,759,-0.59228
1080,1079,-0.05772
1080,1081,-0.03419
1080,1084,-0.05772
1080,1085,-0.09749999999999999
1080,1088,-0.16848
1080,1126,-0.29068
1080,1127,-0.33397
1080,1128,-0.25454
1080,1130,-0.23634
1080,1132,-0.28625999999999996
1080,1133,-0.2522
1081,649,-0.21138
1081,652,-0.19629999999999997
1081,658,-0.14872
1081,660,-0.07046
1081,661,-0.16041999999999998
1081,663,-0.17107999999999998
1081,690,-0.57005
1081,691,-0.56758
1081,710,-0.20890999999999998
1081,714,-0.33371
1081,736,-0.5405399999999999
1081,741,-0.54496
1081,759,-0.58136
1081,1079,-0.08112
1081,1080,-0.03419
1081,1084,-0.0468
1081,1085,-0.08658
1081,1088,-0.15743
1081,1126,-0.31407999999999997
1081,1127,-0.35736999999999997
1081,1128,-0.27793999999999996
1081,1130,-0.25973999999999997
1081,1132,-0.30966
1081,1133,-0.27559999999999996
1084,649,-0.23503999999999997
1084,652,-0.21996000000000002
1084,658,-0.12558
1084,660,-0.09412
1084,661,-0.18408
1084,663,-0.19474
1084,690,-0.53599
1084,691,-0.53352
1084,710,-0.17484999999999998
1084,714,-0.29964999999999997
1084,736,-0.50648
1084,741,-0.5108999999999999
1084,759,-0.5473
1084,1079,-0.10478
1084,1080,-0.05772
1084,1081,-0.0468
1084,1085,-0.05252
1084,1088,-0.12337
1084,1126,-0.33774
1084,1127,-0.34242
1084,1128,-0.26311999999999997
1084,1130,-0.24478999999999998
1084,1132,-0.29471
1084,1133,-0.26077999999999996
1085,649,-0.27482
1085,652,-0.25960999999999995
1085,658,-0.08645
1085,660,-0.1339
1085,661,-0.21138
1085,663,-0.22957999999999998
1085,690,-0.49685999999999997
1085,691,-0.49439
1085,710,-0.13584999999999997
1085,714,-0.26052
1085,736,-0.46748
1085,741,-0.47176999999999997
1085,759,-0.50817
1085,1079,-0.14442999999999998
1085,1080,-0.09749999999999999
1085,1081,-0.08658
1085,1084,-0.05252
1085,1088,-0.08437
1085,1126,-0.30394
1085,1127,-0.30328999999999995
1085,1128,-0.22399
1085,1130,-0.20579
1085,1132,-0.25571
1085,1133,-0.22164999999999999
1088,649,-0.31707
1088,652,-0.31915
1088,658,-0.08645
1088,660,-0.16198
1088,661,-0.21138
1088,663,-0.22944999999999996
1088,690,-0.49932999999999994
1088,691,-0.49673
1088,710,-0.13819
1088,714,-0.26286
1088,736,-0.46981999999999996
1088,741,-0.47423999999999994
1088,759,-0.51051
1088,1079,-0.21541
1088,1080,-0.16848
1088,1081,-0.15743
1088,1084,-0.12337
1088,1085,-0.08437
1088,1126,-0.34918
1088,1127,-0.34865999999999997
1088,1128,-0.26936
1088,1130,-0.25103
1088,1132,-0.30095
1088,1133,-0.26689
1126,649,-0.43744999999999995
1126,652,-0.42237
1126,658,-0.35139
1126,660,-0.33592
1126,661,-0.42588
1126,663,-0.43601999999999996
1126,690,-0.5475599999999999
1126,691,-0.54509
1126,710,-0.35398999999999997
1126,714,-0.37517999999999996
1126,736,-0.51805
1126,741,-0.52247
1126,759,-0.55887
1126,1079,-0.26819
1126,1080,-0.29068
1126,1081,-0.31407999999999997
1126,1084,-0.33774
1126,1085,-0.30394
1126,1088,-0.34918
1126,1127,-0.13116999999999998
1126,1128,-0.10451999999999999
1126,1130,-0.13468
1126,1132,-0.13832
1126,1133,-0.12063999999999998
1127,649,-0.49504
1127,652,-0.47996
1127,658,-0.36685999999999996
1127,660,-0.38766
1127,661,-0.47762
1127,663,-0.4881499999999999
1127,690,-0.49478
1127,691,-0.49217999999999995
1127,710,-0.30381
1127,714,-0.3224
1127,736,-0.46526999999999996
1127,741,-0.46969
1127,759,-0.50596
1127,1079,-0.31434
1127,1080,-0.33682999999999996
1127,1081,-0.36023
1127,1084,-0.35853999999999997
1127,1085,-0.31940999999999997
1127,1088,-0.36478
1127,1126,-0.13116999999999998
1127,1128,-0.11999
1127,1130,-0.15015
1127,1132,-0.13429
1127,1133,-0.13624
1128,649,-0.44628999999999996
1128,652,-0.43107999999999996
1128,658,-0.27143999999999996
1128,660,-0.30537
1128,661,-0.39532999999999996
1128,663,-0.40585999999999994
1128,690,-0.49166
1128,691,-0.48905999999999994
1128,710,-0.27403999999999995
1128,714,-0.31927999999999995
1128,736,-0.46214999999999995
1128,741,-0.46657
1128,759,-0.50284
1128,1079,-0.23205
1128,1080,-0.25454
1128,1081,-0.27793999999999996
1128,1084,-0.26311999999999997
1128,1085,-0.22399
1128,1088,-0.26936
1128,1126,-0.10451999999999999
1128,1127,-0.11999
1128,1130,-0.06954999999999999
1128,1132,-0.11504999999999999
1128,1133,-0.08541
1130,649,-0.42796
1130,652,-0.41288
1130,658,-0.25310999999999995
1130,660,-0.28703999999999996
1130,661,-0.377
1130,663,-0.38766
1130,690,-0.46032999999999996
1130,691,-0.45786
1130,710,-0.25584
1130,714,-0.28795
1130,736,-0.43082
1130,741,-0.43523999999999996
1130,759,-0.47164
1130,1079,-0.21384999999999998
1130,1080,-0.23634
1130,1081,-0.25973999999999997
1130,1084,-0.24478999999999998
1130,1085,-0.20579
1130,1088,-0.25103
1130,1126,-0.13468
1130,1127,-0.13416
1130,1128,-0.06954999999999999
1130,1132,-0.08645
1130,1133,-0.05239
1132,649,-0.47787999999999997
1132,652,-0.4628
1132,658,-0.30316
1132,660,-0.33696
1132,661,-0.42692
1132,663,-0.4375799999999999
1132,690,-0.47892
1132,691,-0.47645
1132,710,-0.28795
1132,714,-0.30654
1132,736,-0.44941
1132,741,-0.45382999999999996
1132,759,-0.49023
1132,1079,-0.26377
1132,1080,-0.28625999999999996
1132,1081,-0.30966
1132,1084,-0.29471
1132,1085,-0.25571
1132,1088,-0.30095
1132,1126,-0.13832
1132,1127,-0.11738999999999998
1132,1128,-0.11504999999999999
1132,1130,-0.08645
1132,1133,-0.07241
1133,649,-0.44382
1133,652,-0.42873999999999995
1133,658,-0.2691
1133,660,-0.3029
1133,661,-0.39286
1133,663,-0.40352
1133,690,-0.47619
1133,691,-0.47372
1133,710,-0.27169999999999994
1133,714,-0.30394
1133,736,-0.44667999999999997
1133,741,-0.4511
1133,759,-0.4875
1133,1079,-0.22971000000000003
1133,1080,-0.2522
1133,1081,-0.27559999999999996
1133,1084,-0.26077999999999996
1133,1085,-0.22164999999999999
1133,1088,-0.26689
1133,1126,-0.12063999999999998
1133,1127,-0.12011999999999999
1133,1128,-0.08541
1133,1130,-0.05239
1133,1132,-0.07241
