ataz,ptaz,util
1132,661,-0.1642
1132,663,-0.16829999999999998
1132,690,-0.18420000000000003
1132,691,-0.18325
1132,710,-0.11075
1132,714,-0.11789999999999999
1132,736,-0.17285
1132,741,-0.17454999999999998
1132,759,-0.18855
1132,1079,-0.10145
1132,1080,-0.1101
1132,1081,-0.1191
1132,1084,-0.11335
1132,1085,-0.09835
1132,1088,-0.11574999999999999
1132,1126,-0.053200000000000004
1132,1127,-0.045149999999999996
1132,1128,-0.04425
1132,1130,-0.03325
1132,1133,-0.027850000000000003
1133,649,-0.17070000000000002
1133,652,-0.1649
1133,658,-0.1035
1133,660,-0.1165
1133,661,-0.15109999999999998
1133,663,-0.1552
1133,690,-0.18315
1133,691,-0.1822
1133,710,-0.1045
1133,714,-0.1169
1133,736,-0.1718
1133,741,-0.17350000000000002
1133,759,-0.1875
1133,1079,-0.08835000000000001
1133,1080,-0.09699999999999999
1133,1081,-0.106
1133,1084,-0.1003
1133,1085,-0.08525
1133,1088,-0.10265
1133,1126,-0.0464
1133,1127,-0.046200000000000005
1133,1128,-0.032850000000000004
1133,1130,-0.02015
1133,1132,-0.027850000000000003
