,oid_,id,zone_id,co_tazid,tazid,co_fips,co_name,residentia,households,population,jobs1,jobs3,jobs4,jobs5,jobs6,jobs7,jobs9,jobs10,avgincome,enrol_elem,enrol_midl,enrol_high,hhsize_lc1,hhsize_lc2,hhsize_lc3,pct_poplc1,pct_poplc2,pct_poplc3,pct_ag1,pct_ag2,pct_ag3,inc1,inc2,inc3,inc4,park_score,park_area,school_cd,coll_enrol,th_score,comm_rail,light_rail,gqu_ratio,node_id,jobs_total,mixed_use,area_sqmil
13535,13535,0,13540,350967,967,35,SALT LAKE,0,930,1649,183,22,87,58,1168,849,107,73,39629.515,0.109589145,0.018324742,0.0,1.20715,2.94495,1.179625,0.303575,0.515725,0.1807,0.0628,0.7565,0.1807,0.350335828,0.264296858,0.246428976,0.138938337,1,20309,0,0,0,0,0,0.0,74232,2367,667.6706096,0.0617763
13719,13719,0,13724,350801,801,35,SALT LAKE,0,296,1060,58,34,0,50,114,77,62,52,44875.5,0.253443396,0.346415094,0.0,2.839,6.0515,2.8345,0.2845,0.62,0.0955,0.32,0.5945,0.0855,0.341843878,0.262978659,0.251159592,0.14401787,0,0,0,0,0,0,0,0.0,71072,333,156.7058824,0.0617763
13761,13761,0,13766,351027,1027,35,SALT LAKE,0,0,0,0,0,0,0,0,0,0,0,39739.0,0.0,0.0,0.0,2.16,5.08,2.05,0.33,0.53,0.14,0.18,0.69,0.13,0.362880886,0.265927978,0.239612188,0.131578947,0,0,0,0,0,0,0,0.0,76192,0,0.0,0.0617763
13789,13789,0,13794,350982,982,35,SALT LAKE,0,89,139,69,725,124,8,817,938,35,72,37444.88,0.0,0.0,0.0,0.6099,1.443075,0.607625,0.156225,0.791075,0.0527,0.018225,0.929075,0.0527,0.478699733,0.270565947,0.156291119,0.094443202,2,54517,0,0,0,0,1,0.0,73480,2681,86.14043321,0.0617763
13825,13825,0,13830,351093,1093,35,SALT LAKE,0,0,0,4,3,42,2,14,17,0,0,22016.0,0.0,0.0,0.0,0.562475,1.374525,0.450725,0.130375,0.8659,0.003725,0.09685,0.90315,0.0,0.614868144,0.28729979,0.074292186,0.02353988,3,84674,0,0,0,0,0,0.525026977,72993,82,0.0,0.0617763
13828,13828,0,13833,351146,1146,35,SALT LAKE,0,282,589,0,2,1,0,3,85,12,0,31627.1,0.0,0.0,0.0,1.388,3.315,1.355,0.311,0.506,0.183,0.175,0.652,0.173,0.483913219,0.277410257,0.161493847,0.077182677,0,0,0,0,0,0,0,0.0,70417,91,68.79892761,0.0617763
13892,13892,0,13897,351108,1108,35,SALT LAKE,0,159,395,4,0,2,2,1,13,9,0,67061.32,0.222987342,0.101772152,1.25043038,1.6384,3.9616,1.5788,0.3206,0.5552,0.1242,0.2126,0.6732,0.1142,0.169239734,0.209520379,0.313285251,0.307954635,0,0,0,0,0,0,0,0.0,72661,22,19.32596685,0.0617763
13902,13902,0,13907,350766,766,35,SALT LAKE,0,0,0,1,1,2,0,3,2,0,4,40132.8875,0.0,0.0,0.0,1.907925,4.6443,1.870425,0.309425,0.595175,0.0954,0.2625,0.6521,0.0854,0.381450504,0.266999762,0.226317027,0.125232707,1,670,0,0,0,0,1,0.0,74303,9,0.0,0.0617763
13958,13958,0,13963,351029,1029,35,SALT LAKE,0,0,0,0,0,0,0,0,0,0,0,98944.0,0.0,0.0,0.0,0.095,0.2195,0.093,0.013,0.975,0.012,0.0115,0.977,0.0115,0.053401095,0.122947615,0.286043784,0.537607506,0,0,0,0,0,0,0,0.0,79739,0,0.0,0.0617763
13963,13963,0,13968,350764,764,35,SALT LAKE,0,158,452,62,2,1,0,5,6,94,0,38680.0,0.91079646,0.0,0.0,1.9008,4.6003,1.8157,0.3,0.5966,0.1034,0.2766,0.63,0.0934,0.375290732,0.268044758,0.232256646,0.124407865,0,0,0,0,0,0,0,0.0,74609,76,51.31623932,0.0617763
14032,14032,0,14037,351051,1051,35,SALT LAKE,0,447,785,0,0,0,0,0,10,0,0,43489.75,0.058280255,0.009745223,0.0,1.2685,2.963,1.2385,0.33,0.447,0.223,0.087,0.69,0.223,0.326994374,0.260148361,0.258732071,0.154125194,1,2140,0,0,0,0,0,0.0,74519,10,9.781181619,0.0617763
14100,14100,0,14105,350791,791,35,SALT LAKE,0,39,124,0,0,0,21,0,0,0,0,37658.2,0.894193548,0.0,0.0,2.0968,5.0788,2.0084,0.2816,0.5956,0.1228,0.2868,0.6004,0.1128,0.382431964,0.269092872,0.228166192,0.120308973,3,78968,0,0,0,0,0,0.0,72259,21,13.65,0.0617763
14112,14112,0,14117,351040,1040,35,SALT LAKE,0,297,559,0,0,0,0,1,22,0,0,35645.4325,0.709253131,0.0,0.0,1.3301,3.17395,1.31115,0.34855,0.52995,0.1215,0.146475,0.73705,0.116475,0.428129553,0.256417151,0.176627822,0.138825474,1,778,0,0,0,0,0,0.0,75272,23,21.346875,0.0617763
14173,14173,0,14178,351084,1084,35,SALT LAKE,0,336,707,34,0,0,0,5,17,8,0,31703.575,0.0,0.0,0.0,1.399,3.321,1.3482,0.3604,0.53455,0.10505,0.1418,0.7608,0.0974,0.468664266,0.279366263,0.176242581,0.07572689,0,0,0,0,0,0,0,0.0,72921,56,48.0,0.0617763
14174,14174,0,14179,350789,789,35,SALT LAKE,0,138,451,0,20,0,0,1,9,6,0,32822.0,0.835920177,0.239467849,0.0,2.21,5.39,2.17,0.28,0.62,0.1,0.32,0.59,0.09,0.449632551,0.277409333,0.188041465,0.084916652,0,0,0,0,0,0,0,0.0,72265,30,24.64285714,0.0617763
14211,14211,0,14217,351126,1126,35,SALT LAKE,0,101,225,4,109,0,0,26,77,1,1,15331.325,2.049,0.0,0.04,1.48925,3.53725,1.46975,0.3325,0.54775,0.11975,0.1935,0.69675,0.10975,0.676724266,0.288918434,0.029098475,0.005258825,0,0,3,5621,0,0,0,0.0,71020,216,68.82018927,0.0617763
14226,14226,0,14232,350965,965,35,SALT LAKE,0,243,637,211,405,0,0,31,1116,10,0,34107.24,0.0,0.0,0.0,1.504,3.5312,1.456,0.258,0.554,0.188,0.072,0.74,0.188,0.455217398,0.277846318,0.184414685,0.082521598,0,0,0,0,0,0,1,0.0,74164,1763,213.5638086,0.0617763
14240,14240,0,14246,351123,1123,35,SALT LAKE,0,102,256,1,103,1,51,6,38,11,14,19045.0,0.0,0.0,0.0,1.4598,3.43965,1.4689,0.3091,0.61625,0.07465,0.2166,0.7181,0.0653,0.667746433,0.288679378,0.035657068,0.007917121,1,3638,0,0,0,0,0,0.0,76610,200,67.54966887,0.0617763
14256,14256,0,14262,351085,1085,35,SALT LAKE,0,231,563,229,91,171,73,13,138,61,0,29630.0,0.284955595,0.0,0.0,1.558,3.6777,1.4832,0.3623,0.5076,0.1301,0.1136,0.7624,0.124,0.472252559,0.277555733,0.170864223,0.079327485,1,3826,3,0,0,0,1,0.0,73465,715,174.5930233,0.0617763
14302,14302,0,14308,350783,783,35,SALT LAKE,0,0,0,0,15,0,315,1,17,91,25,54363.0,0.0,0.0,0.0,1.29,2.58,1.29,0.0903,0.87745,0.03225,0.1032,0.867775,0.029025,0.223140496,0.239669421,0.305785124,0.231404959,0,0,0,0,0,0,0,0.0,71903,348,0.0,0.0617763
14350,14350,0,14356,350843,843,35,SALT LAKE,0,0,0,9,8,0,170,5,26,8,199,29125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,69724,218,0.0,0.0617763
14417,14417,0,14423,350759,759,35,SALT LAKE,0,74,244,116,39,0,2,12,32,76,43,26780.8,0.0,0.0,0.0,1.785,4.2205,1.7685,0.2835,0.5895,0.127,0.2915,0.5915,0.117,0.504202728,0.281815962,0.152297525,0.061683785,0,0,0,0,0,0,0,0.0,74638,201,54.08727273,0.0617763
14428,14428,0,14434,351039,1039,35,SALT LAKE,0,267,515,0,0,0,0,3,13,0,0,60070.57,0.0,0.0,0.0,1.3809,3.28915,1.40355,0.37635,0.5358,0.08785,0.11365,0.79955,0.0868,0.208462497,0.227423842,0.306540703,0.257572958,3,14221,0,0,0,0,0,0.0,75537,16,15.09540636,0.0617763
14485,14485,0,14491,351096,1096,35,SALT LAKE,0,180,368,13,0,4,67,2,26,15,1,25881.25,0.00142663,0.0,0.0,1.469525,3.5518,1.373175,0.36715,0.567075,0.065775,0.164225,0.775475,0.0603,0.591097776,0.28102045,0.084091787,0.043789987,0,0,0,0,0,0,1,0.0,76480,112,69.04109589,0.0617763
14486,14486,0,14492,350843,843,35,SALT LAKE,0,0,0,0,0,0,0,0,0,0,0,29105.825,0.0,0.0,0.0,0.027875,0.06775,0.027375,0.0035,0.99525,0.00125,0.004,0.994875,0.001125,0.525013744,0.283672347,0.138537658,0.052776251,0,0,0,0,0,0,0,0.0,70071,0,0.0,0.0617763
14558,14558,0,14564,351028,1028,35,SALT LAKE,0,156,392,0,11,19,107,116,225,17,23,42617.2075,0.0,0.0,0.0,1.6377,3.93625,1.59015,0.3225,0.587175,0.090325,0.23305,0.6848,0.08215,0.289694815,0.249989828,0.274104088,0.186211268,0,0,0,0,0,0,0,0.0,75486,478,117.615142,0.0617763
14561,14561,0,14567,351007,1007,35,SALT LAKE,0,262,728,1030,1,68,3,72,215,154,0,47302.0,0.0,0.0,0.0,2.051,4.818175,1.991,0.35,0.48,0.17,0.1,0.73,0.17,0.284718725,0.25200767,0.2802174,0.183056205,0,0,0,0,0,0,0,0.0,73209,1389,220.4227741,0.0617763
14668,14668,0,14674,351032,1032,35,SALT LAKE,0,92,254,0,165,0,12,0,5,0,0,123702.75,0.336614173,0.0,0.0,1.7625,4.3125,1.745,0.2625,0.4975,0.24,0.2125,0.5575,0.23,0.017816459,0.037775975,0.165117766,0.7792898,0,0,0,0,0,0,0,0.0,75538,182,61.10948905,0.0617763
14762,14762,0,14768,351030,1030,35,SALT LAKE,0,3,15,0,0,0,0,0,0,0,0,98944.0,0.0,0.0,0.0,1.68625,3.896125,1.65075,0.23075,0.55625,0.213,0.204125,0.59175,0.204125,0.053401095,0.122947615,0.286043784,0.537607506,3,91344,0,0,0,0,0,0.0,76171,0,0.0,0.0617763
14785,14785,0,14791,351026,1026,35,SALT LAKE,0,7,30,30,4,2,2,12,3,14,22,52024.0375,0.0,0.0,0.0,1.2363,2.908475,1.212525,0.182275,0.73055,0.087175,0.340775,0.5879,0.071325,0.362809729,0.266196863,0.239372585,0.131620823,0,0,0,0,0,0,0,0.0,79656,53,6.183333333,0.0617763
14828,14828,0,14834,351130,1130,35,SALT LAKE,0,268,555,91,65,35,1,30,37,0,3,33640.8,0.828828829,0.0,0.0,1.336,3.152,1.334,0.354,0.572,0.074,0.188,0.748,0.064,0.438777152,0.27629581,0.194773651,0.090153387,1,1699,0,0,0,0,0,0.0,71047,259,131.711575,0.0617763
14859,14859,0,14865,351121,1121,35,SALT LAKE,0,0,0,10,5,0,27,11,195,209,60,19378.0,0.0,0.0,0.0,2.035,4.798,1.93,0.33,0.53,0.14,0.18,0.69,0.13,0.662162162,0.288206388,0.03955774,0.01007371,0,0,0,0,0,0,0,0.0,71438,248,0.0,0.0617763
14900,14900,0,14906,351088,1088,35,SALT LAKE,0,494,970,0,0,2,0,1,58,0,0,37586.345,0.103092784,0.192783505,0.278350515,1.329875,3.167475,1.2631,0.38595,0.558925,0.055125,0.135,0.814875,0.050125,0.410053354,0.269047557,0.20713108,0.113768009,0,0,0,0,0,0,0,0.0,73186,61,54.2954955,0.0617763
14904,14904,0,14910,351088,1088,35,SALT LAKE,0,214,426,0,140,3,2,18,27,1,1,46469.0,0.469483568,0.877934272,1.267605634,1.31,3.08,1.28,0.38,0.56,0.06,0.15,0.8,0.05,0.292678984,0.253672055,0.27630485,0.177344111,0,0,3,0,0,0,0,0.0,72994,190,100.6435644,0.0617763
14926,14926,0,14932,350789,789,35,SALT LAKE,0,87,321,40,15,2,11,25,66,39,102,42949.3275,0.822897196,0.582336449,0.0,1.922225,4.4023,1.9034,0.208925,0.7188,0.072275,0.2368,0.698325,0.064875,0.410529549,0.272174938,0.210940429,0.106355084,0,0,0,0,0,0,0,0.0,71765,159,56.23170732,0.0617763
14946,14946,0,14952,350973,973,35,SALT LAKE,0,277,600,377,1044,26,0,3161,2983,438,3,42062.0,0.0,0.0,0.0,1.6528,3.8824,1.6128,0.3644,0.4824,0.1532,0.0844,0.7624,0.1532,0.357898676,0.259550582,0.234214231,0.148336511,0,0,0,0,0,0,0,0.0,74020,7591,267.2479664,0.0617763
14994,14994,0,15000,350779,779,35,SALT LAKE,0,1,1,0,11,6,13,4,8,0,22,54363.0,0.0,0.0,0.0,0.7,1.519,0.7,0.196,0.734,0.07,0.224,0.713,0.063,0.226932668,0.236907731,0.304239401,0.2319202,0,0,0,0,0,0,0,0.0,72898,42,0.976744186,0.0617763
15001,15001,0,15007,351029,1029,35,SALT LAKE,0,0,0,0,0,0,0,0,0,0,0,98944.0,0.0,0.0,0.0,1.159,2.6779,1.1346,0.1586,0.695,0.1464,0.1403,0.7194,0.1403,0.053401095,0.122947615,0.286043784,0.537607506,0,0,0,0,0,0,0,0.0,76171,0,0.0,0.0617763
15012,15012,0,15018,351069,1069,35,SALT LAKE,0,302,559,0,2,427,0,10,15,0,0,29387.335,0.0,0.0209839,0.0,1.27985,3.04965,1.255075,0.400075,0.531725,0.0682,0.08535,0.84645,0.0682,0.500495906,0.280348188,0.152986991,0.066168916,1,3169,0,0,0,0,0,0.0,73611,454,181.3597884,0.0617763
