,oid_,id,zone_id,co_tazid,tazid,co_fips,co_name,residentia,households,population,jobs1,jobs3,jobs4,jobs5,jobs6,jobs7,jobs9,jobs10,avgincome,enrol_elem,enrol_midl,enrol_high,hhsize_lc1,hhsize_lc2,hhsize_lc3,pct_poplc1,pct_poplc2,pct_poplc3,pct_ag1,pct_ag2,pct_ag3,inc1,inc2,inc3,inc4,park_score,park_area,school_cd,coll_enrol,th_score,comm_rail,light_rail,gqu_ratio,node_id,jobs_total,mixed_use,area_sqmil
10206,10206,0,10210,351030,1030,35,SALT LAKE,0,0,0,0,0,0,0,0,0,0,0,98944.0,0.0,0.0,0.0,1.9,4.39,1.86,0.26,0.5,0.24,0.23,0.54,0.23,0.053401095,0.122947615,0.286043784,0.537607506,0,0,0,0,0,0,0,0.0,79772,0,0.0,0.0617763
10270,10270,0,10274,351137,1137,35,SALT LAKE,0,0,0,60,21,0,7,30,43,659,19,17946.0175,0.0,0.0,0.0,1.32575,3.119425,1.254275,0.2145,0.6945,0.091,0.117,0.7985,0.0845,0.665981604,0.289040127,0.037262895,0.007715373,0,0,0,0,0,0,0,0.0,70440,161,0.0,0.0617763
10393,10393,0,10397,351036,1036,35,SALT LAKE,0,65,170,1,3,7,18,3,20,22,155,42413.44,0.0,0.0,0.0,1.8013,4.2929,1.7049,0.3249,0.5657,0.1094,0.2157,0.6849,0.0994,0.329698341,0.26068221,0.25736273,0.152256718,0,0,0,0,0,0,0,0.0,76260,52,28.88888889,0.0617763
10459,10459,0,10463,350806,806,35,SALT LAKE,0,0,0,0,11,0,29,0,1,246,6,27686.875,0.0,0.0,0.0,1.666925,4.05145,1.637025,0.2093,0.71595,0.07475,0.2392,0.693525,0.067275,0.525013744,0.283672347,0.138537658,0.052776251,0,0,0,0,0,0,0,0.0,70307,41,0.0,0.0617763
10477,10477,0,10481,351027,1027,35,SALT LAKE,0,26,66,1,95,0,209,18,3,0,514,41684.65,1.948787879,0.0,0.0,2.059175,4.87835,1.965525,0.3191,0.5518,0.1291,0.209975,0.670925,0.1191,0.289553612,0.253071621,0.277881887,0.179492881,0,0,0,0,0,0,0,0.0,75474,326,24.07954545,0.0617763
10491,10491,0,10495,350788,788,35,SALT LAKE,0,62,209,0,1,1,10,28,3,0,0,31924.98,0.439425837,0.0,0.0,1.89725,4.60165,1.8254,0.28735,0.6112,0.10145,0.25435,0.6529,0.09275,0.489186362,0.281250166,0.16322393,0.066339542,0,0,0,0,0,0,0,0.0,73423,43,25.39047619,0.0617763
10521,10521,0,10525,351105,1105,35,SALT LAKE,0,99,242,19,0,0,0,6,0,0,0,56438.525,0.596900826,0.0,0.0,0.84825,2.003875,0.83725,0.203875,0.73875,0.057375,0.106125,0.842375,0.0515,0.194568018,0.225585482,0.314862289,0.264984211,3,71016,0,0,0,0,0,0.0,71824,25,19.95967742,0.0617763
10550,10550,0,10554,350784,784,35,SALT LAKE,0,103,376,0,42,23,0,9,0,0,21,30803.425,1.279175532,0.0,0.0,2.134675,5.126925,2.070375,0.288225,0.631775,0.08,0.32355,0.60645,0.07,0.50104159,0.281589862,0.15440036,0.062968188,1,20055,3,0,0,0,0,0.0,73677,74,43.06214689,0.0617763
10558,10558,0,10562,351147,1147,35,SALT LAKE,0,204,441,3,0,1,0,11,10,0,0,48098.9,0.0,0.0,0.0,1.449,3.461,1.4,0.353,0.55,0.097,0.174,0.739,0.087,0.281934761,0.249360486,0.279246292,0.189458461,0,0,0,0,0,0,0,0.0,70714,25,22.27074236,0.0617763
10560,10560,0,10564,350783,783,35,SALT LAKE,0,0,0,0,2,0,55,0,35,0,16,54363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0,0.0,76497,92,0.0,0.0617763
10576,10576,0,10581,350789,789,35,SALT LAKE,0,62,214,1,10,4,25,9,31,17,44,41438.4,1.057009346,0.302803738,0.0,1.326,3.234,1.302,0.168,0.772,0.06,0.192,0.754,0.054,0.449632551,0.277409333,0.188041465,0.084916652,0,0,0,0,0,0,0,0.0,76513,80,34.92957746,0.0617763
10592,10592,0,10597,350945,945,35,SALT LAKE,0,193,543,9,129,0,1,7,26,3,7,39870.8125,0.0,0.0,0.0,1.869825,4.397475,1.823575,0.33775,0.503075,0.159175,0.1135,0.7282,0.1583,0.363124666,0.266251499,0.239158875,0.13146496,0,0,0,0,0,0,0,0.0,76354,172,90.94794521,0.0617763
10677,10677,0,10682,351100,1100,35,SALT LAKE,0,211,426,52,2,13,13,5,131,320,1,18741.0,0.0,0.160211268,0.160211268,1.4818,3.4905,1.4463,0.3649,0.5583,0.0768,0.1688,0.7644,0.0668,0.674437828,0.288880894,0.030756037,0.005925241,0,0,0,0,0,0,0,0.0,72222,216,106.735363,0.0617763
10697,10697,0,10702,351106,1106,35,SALT LAKE,0,235,512,146,4,0,0,10,53,79,0,52125.94,0.001953125,0.003652344,0.005273438,1.41765,3.3873,1.40695,0.3664,0.53195,0.10165,0.13925,0.76615,0.0946,0.277303395,0.239766387,0.270402665,0.212527553,0,0,0,0,0,0,0,0.0,72745,213,111.7299107,0.0617763
10698,10698,0,10703,351105,1105,35,SALT LAKE,0,87,172,0,2,1,0,0,83,0,0,54634.25,0.0,0.0,0.0,0.36,0.8575,0.3625,0.0925,0.885,0.0225,0.0375,0.9425,0.02,0.182636656,0.221906892,0.319152803,0.276303649,3,108288,0,0,0,0,0,0.0,72231,86,43.24855491,0.0617763
10701,10701,0,10706,351068,1068,35,SALT LAKE,0,885,1771,1,17,42,15,5,11,15,0,36083.0,0.0,0.220779221,0.0,1.35,3.25,1.34,0.39,0.52,0.09,0.08,0.83,0.09,0.405960231,0.272516147,0.214668339,0.106855283,0,0,3,0,0,0,0,0.0,74011,91,82.51536885,0.0617763
10777,10777,0,10782,350788,788,35,SALT LAKE,0,121,401,13,0,0,0,0,5,49,0,30419.795,0.0,0.0,0.0,2.0685,5.01785,1.98425,0.28915,0.5934,0.11745,0.2934,0.59915,0.10745,0.487162368,0.280816814,0.16422057,0.067800248,2,20532,0,0,0,0,0,0.0,72962,18,15.66906475,0.0617763
10795,10795,0,10800,351095,1095,35,SALT LAKE,0,92,271,71,4,3,8,11,122,42,18,24667.4075,0.001273063,0.0,0.0,1.66835,4.02785,1.563275,0.3757,0.54355,0.08075,0.126425,0.794875,0.0787,0.573880269,0.279391429,0.09512064,0.051607661,0,0,0,0,0,0,0,0.0,72609,219,64.78456592,0.0617763
10832,10832,0,10837,350765,765,35,SALT LAKE,0,0,0,77,132,10,3,2,12,39,219,31741.82,0.0,0.0,0.0,1.8495,4.43865,1.85565,0.27175,0.65635,0.0719,0.37415,0.56835,0.0575,0.479106264,0.27989647,0.168931216,0.07206605,0,0,0,0,0,0,0,0.0,74249,236,0.0,0.0617763
10835,10835,0,10840,351083,1083,35,SALT LAKE,0,350,694,15,1,18,0,3,4,0,5,33698.3525,0.0,0.0,0.0,1.434125,3.4977,1.393575,0.323925,0.505425,0.17065,0.156725,0.682625,0.16065,0.442808561,0.276708611,0.192265647,0.088217182,1,410,0,0,0,0,0,0.0,73003,41,36.70076726,0.0617763
10847,10847,0,10852,350807,807,35,SALT LAKE,0,0,0,0,0,0,0,0,0,0,0,24910.895,0.0,0.0,0.0,0.6105,1.43655,0.57765,0.099,0.859,0.042,0.054,0.907,0.039,0.56451329,0.284985038,0.110191868,0.040309805,0,0,0,0,0,0,0,0.0,76644,0,0.0,0.0617763
10891,10891,0,10896,351032,1032,35,SALT LAKE,0,55,142,0,0,0,0,0,0,0,0,138363.0,0.0,0.0,0.0,1.84,4.52,1.82,0.25,0.49,0.26,0.22,0.53,0.25,0.008295325,0.021261937,0.146036295,0.824406443,0,0,0,0,0,0,0,0.0,75535,0,0.0,0.0617763
10904,10904,0,10909,351126,1126,35,SALT LAKE,0,231,588,99,236,0,26,7,127,2,2,13698.1,1.045408163,0.0,0.0,1.524,3.605,1.513,0.345,0.578,0.077,0.211,0.722,0.067,0.693847162,0.289381907,0.016579884,0.000191047,0,0,0,0,0,0,0,0.0,71466,495,157.5,0.0617763
10926,10926,0,10931,350787,787,35,SALT LAKE,0,41,163,0,0,0,0,0,0,0,0,34462.5675,2.109447853,0.0,0.0,1.665475,4.0524,1.604075,0.23025,0.70835,0.0614,0.23025,0.716025,0.053725,0.448271237,0.277272605,0.188889783,0.085566374,0,0,0,0,0,0,0,0.0,73667,0,0.0,0.0617763
10940,10940,0,10945,351147,1147,35,SALT LAKE,0,195,431,3,22,451,0,5,250,6,8,44243.0,0.0,0.0,0.0,1.435,3.4,1.4,0.335,0.54,0.125,0.185,0.7,0.115,0.33171073,0.258494735,0.253126151,0.156668385,0,0,0,0,0,0,0,0.0,70386,731,153.9362851,0.0617763
10948,10948,0,10953,350758,758,35,SALT LAKE,0,0,0,0,35,1,2,1,35,0,21,40960.78,0.0,0.0,0.0,1.623675,3.78785,1.6669,0.261475,0.68175,0.056775,0.40645,0.55295,0.0406,0.438642997,0.275186838,0.193573929,0.092596236,0,0,0,0,0,0,0,0.0,76350,74,0.0,0.0617763
10955,10955,0,10960,350748,748,35,SALT LAKE,0,188,419,0,35,1,0,0,13,11,0,31579.25,1.639618138,0.105011933,0.0,2.008,4.7945,1.9445,0.254,0.546,0.2,0.2765,0.5315,0.192,0.390256522,0.269024248,0.222114618,0.118604612,0,0,3,0,0,0,0,0.0,75988,49,38.86919831,0.0617763
10962,10962,0,10967,351093,1093,35,SALT LAKE,0,0,0,51,3158,53,0,54,157,0,0,24818.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.528948605,73172,3473,0.0,0.0617763
10977,10977,0,10982,350844,844,35,SALT LAKE,0,0,0,0,0,0,0,0,0,0,0,29125.0,0.0,0.0,0.0,0.58335,1.37415,0.55335,0.099,0.859,0.042,0.054,0.907,0.039,0.501455408,0.282462692,0.15552274,0.060559161,0,0,0,0,0,0,0,0.0,69942,0,0.0,0.0617763
10990,10990,0,10995,351071,1071,35,SALT LAKE,0,378,684,0,1,102,0,2,9,0,0,38141.3,0.0,0.0,0.0,1.218,2.921,1.222,0.4015,0.5255,0.073,0.0755,0.8515,0.073,0.386847925,0.268638826,0.224226509,0.120286739,0,0,0,0,0,0,0,0.0,73999,114,87.58536585,0.0617763
10997,10997,0,11002,351045,1045,35,SALT LAKE,0,8,21,0,0,0,0,0,0,0,0,94562.665,0.0,0.0,0.0,1.6607,4.00095,1.627,0.3005,0.50895,0.19055,0.18385,0.6356,0.18055,0.044461523,0.074716954,0.203081836,0.677739687,3,115230,0,0,0,0,0,0.0,75390,0,0.0,0.0617763
11004,11004,0,11009,351106,1106,35,SALT LAKE,0,236,491,0,0,0,0,0,0,0,0,61476.1,0.0,0.0,0.0,1.4385,3.4305,1.4445,0.369,0.541,0.09,0.1515,0.7685,0.08,0.179746473,0.220483573,0.31950978,0.280260174,0,0,3,0,0,0,0,0.0,72287,0,0.0,0.0617763
11036,11036,0,11041,350752,752,35,SALT LAKE,0,121,412,0,0,0,0,0,0,0,0,41455.0,1.203883495,0.415048544,0.415048544,1.94,4.58,1.9,0.27,0.54,0.19,0.26,0.56,0.18,0.343081422,0.263229183,0.250546406,0.143142989,0,0,2,0,0,0,0,0.0,76154,0,0.0,0.0617763
11110,11110,0,11115,351030,1030,35,SALT LAKE,0,0,0,0,0,0,0,0,0,0,0,98944.0,0.0,0.0,0.0,1.80975,4.181475,1.77165,0.24765,0.52375,0.2286,0.219075,0.56185,0.219075,0.053401095,0.122947615,0.286043784,0.537607506,0,0,0,0,0,0,0,0.0,79739,0,0.0,0.0617763
11119,11119,0,11124,351058,1058,35,SALT LAKE,0,261,538,54,42,48,1,12,160,7,7,69330.24,0.0,0.0,0.0,1.3743,3.29455,1.3478,0.34875,0.52005,0.1312,0.1438,0.7338,0.1224,0.168483752,0.201177982,0.302812776,0.32752549,0,0,3,0,0,0,0,0.0,74202,317,143.1435986,0.0617763
11145,11145,0,11150,351075,1075,35,SALT LAKE,0,0,0,0,1329,0,0,0,3,0,0,190636.3,0.0,0.0,0.0,0.175,0.471,0.174,0.015,0.919,0.066,0.003,0.931,0.066,0.541743119,0.284359983,0.126889471,0.047007427,0,0,0,0,0,0,0,0.726710695,73430,1332,0.0,0.0617763
11232,11232,0,11237,350806,806,35,SALT LAKE,0,15,46,0,11,0,49,11,158,6,98,27591.0,0.0,0.0,0.0,2.23,5.42,2.19,0.28,0.62,0.1,0.32,0.59,0.09,0.525013744,0.283672347,0.138537658,0.052776251,0,0,0,0,0,0,0,0.0,70698,229,14.07786885,0.0617763
11262,11262,0,11267,351055,1055,35,SALT LAKE,0,112,238,0,0,0,0,0,0,0,0,83250.0,0.0,0.0,0.0,1.596,3.8278,1.5416,0.3408,0.5136,0.1456,0.145,0.7194,0.1356,0.130794131,0.186595184,0.31251781,0.370092875,0,0,0,0,0,0,0,0.0,74471,0,0.0,0.0617763
11275,11275,0,11280,350793,793,35,SALT LAKE,0,0,0,0,3,0,60,86,9,0,10,35782.5975,0.0,0.0,0.0,0.956125,2.322425,0.930675,0.154525,0.78365,0.061825,0.11305,0.828775,0.058175,0.453741087,0.275912879,0.183033723,0.087312311,0,0,0,0,0,0,0,0.0,72790,158,0.0,0.0617763
11287,11287,0,11292,350761,761,35,SALT LAKE,0,148,498,0,1,0,0,0,0,0,0,34811.55,0.142168675,0.0,0.0,2.011,4.884,1.9525,0.2815,0.6015,0.117,0.2985,0.5945,0.107,0.417025044,0.272367672,0.206246869,0.104360416,1,2329,0,0,0,0,0,0.0,75121,1,0.993288591,0.0617763
11399,11399,0,11404,350786,786,35,SALT LAKE,0,177,658,0,0,0,0,0,0,0,0,36839.39,0.0,0.0,0.0,2.0466,4.88195,1.9652,0.28405,0.62595,0.09,0.31785,0.60215,0.08,0.438683959,0.273556289,0.191329611,0.096430141,0,0,0,0,0,0,0,0.0,73236,0,0.0,0.0617763
11415,11415,0,11420,350994,994,35,SALT LAKE,0,44,104,118,83,65,18,78,122,86,79,45753.2,0.0,0.0,0.0,1.4784,3.4781,1.4333,0.27,0.6073,0.1227,0.074,0.8033,0.1227,0.324922904,0.259284898,0.259164133,0.156628065,3,13151,0,0,0,0,0,0.0,73341,484,40.33333333,0.0617763
11469,11469,0,11474,351145,1145,35,SALT LAKE,0,421,642,45,6591,15,103,566,1554,11,45,20231.0,0.0,0.0,0.056074766,1.385,3.334,1.34,0.295,0.457,0.248,0.141,0.621,0.238,0.643590983,0.288021601,0.053322299,0.015065117,0,0,0,0,0,0,0,0.0,70419,8874,401.9315761,0.0617763
11476,11476,0,11481,351029,1029,35,SALT LAKE,0,0,0,0,1,0,47,0,0,0,9,96723.8125,0.0,0.0,0.0,0.081,0.1905,0.076875,0.012375,0.982375,0.00525,0.00675,0.988375,0.004875,0.362880886,0.265927978,0.239612188,0.131578947,0,0,0,0,0,0,0,0.0,79586,48,0.0,0.0617763
11496,11496,0,11501,351103,1103,35,SALT LAKE,0,179,437,49,37,5,18,77,163,180,33,35776.4625,0.700400458,0.067276888,0.0,1.5305,3.67025,1.49225,0.318375,0.539375,0.14225,0.191625,0.67425,0.134125,0.356056866,0.261611023,0.238371421,0.143960691,0,0,0,0,0,0,0,0.0,72561,349,118.3162879,0.0617763
11522,11522,0,11527,351031,1031,35,SALT LAKE,0,106,241,0,0,0,0,0,0,0,0,91424.2525,0.0,0.0,0.0,1.366075,3.269775,1.3298,0.314875,0.564225,0.1209,0.137325,0.750825,0.11185,0.062748134,0.130652269,0.289250111,0.517349486,3,41008,0,0,0,0,0,0.0,75212,0,0.0,0.0617763
11598,11598,0,11603,351049,1049,35,SALT LAKE,0,167,333,29,77,2009,20,5,7,1,0,66439.25,0.0,0.0,0.0,1.365425,3.2936,1.322075,0.329575,0.5432,0.127225,0.1883,0.694325,0.117375,0.166528607,0.212557964,0.319386194,0.301527236,0,0,0,0,0,0,0,0.0,74816,2147,154.9477096,0.0617763
11628,11628,0,11633,350754,754,35,SALT LAKE,0,159,481,0,0,0,0,0,0,0,0,39997.0,0.0,0.0,0.0,1.94,4.74,1.88,0.27,0.56,0.17,0.28,0.56,0.16,0.35977163,0.265786812,0.241157721,0.133283836,3,14165,0,0,0,0,0,0.0,75580,0,0.0,0.0617763
11635,11635,0,11640,350783,783,35,SALT LAKE,0,0,0,0,23,1,17,11,4,0,24,54363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,76524,56,0.0,0.0617763
11641,11641,0,11646,351055,1055,35,SALT LAKE,0,0,0,0,0,0,0,0,0,0,0,90467.275,0.0,0.0,0.0,1.731375,4.154625,1.662,0.338875,0.50975,0.151375,0.141,0.717625,0.141375,0.060278238,0.126660688,0.280750892,0.532310181,0,0,0,0,0,0,0,0.0,75029,0,0.0,0.0617763
11692,11692,0,11697,351020,1020,35,SALT LAKE,0,317,486,72,618,47,0,103,275,432,2,20394.4,0.0,0.0,0.0,1.809,4.24655,1.752325,0.31375,0.416,0.27025,0.076125,0.653625,0.27025,0.673731534,0.287523663,0.029473618,0.009271185,0,0,0,0,0,0,0,0.0,73207,1115,246.8261173,0.0617763
11744,11744,0,11749,351032,1032,35,SALT LAKE,0,54,140,0,0,0,0,0,0,0,0,138363.0,0.0,0.0,0.0,1.84,4.52,1.82,0.25,0.49,0.26,0.22,0.53,0.25,0.008295325,0.021261937,0.146036295,0.824406443,3,28609,0,0,0,0,0,0.0,75821,0,0.0,0.0617763
11776,11776,0,11781,350759,759,35,SALT LAKE,0,43,114,3,1277,12,1,1,0,0,0,23548.0,0.0,0.0,0.0,1.65,3.91,1.62,0.27,0.54,0.19,0.26,0.56,0.18,0.587240251,0.286463468,0.094554631,0.031741651,0,0,0,0,0,0,0,0.0,74540,1294,41.6170531,0.0617763
11844,11844,0,11849,350766,766,35,SALT LAKE,0,40,117,19,4,0,47,58,28,30,2,42572.96,0.0,0.0,0.0,1.96455,4.718175,1.9152,0.300875,0.6101,0.089025,0.285375,0.6356,0.079025,0.330634592,0.260760601,0.256761336,0.151843471,1,5586,0,0,0,0,0,0.0,74244,156,31.83673469,0.0617763
11897,11897,0,11902,351013,1013,35,SALT LAKE,0,24,63,139,0,506,76,53,217,434,0,47302.0,0.0,0.0,0.0,1.994625,4.69645,1.93985,0.35,0.48,0.17,0.1,0.73,0.17,0.284737201,0.252068595,0.280204888,0.182989317,0,0,0,0,0,0,0,0.0,72944,991,23.43251232,0.0617763
11982,11982,0,11987,351168,1168,35,SALT LAKE,0,86,234,4,11,1,75,68,238,153,23,29125.0,0.085438034,0.0,0.015160256,1.612775,3.8245,1.7059,0.3375,0.636525,0.025975,0.27875,0.705275,0.015975,0.501389649,0.28251653,0.155556601,0.060537221,0,0,0,0,0,0,0,0.0,69711,397,70.6873706,0.0617763
12060,12060,0,12065,351123,1123,35,SALT LAKE,0,405,1072,0,33,0,6,3,90,6,140,19378.0,0.0,0.0,0.0,1.561,3.684,1.582,0.335,0.589,0.076,0.227,0.707,0.066,0.662890881,0.288539757,0.039210079,0.009359283,3,1736,0,0,0,0,0,0.0,76575,132,99.55307263,0.0617763
12132,12132,0,12137,351172,1172,35,SALT LAKE,0,175,503,0,1,0,0,0,2,16,32,47262.05,0.0,0.0,0.0,2.04535,4.96155,2.0077,0.29485,0.5725,0.13265,0.2576,0.61975,0.12265,0.291724055,0.250705758,0.273507608,0.184062578,0,0,0,0,0,0,0,0.0,69706,3,2.949438202,0.0617763
12139,12139,0,12144,350755,755,35,SALT LAKE,0,188,530,0,0,0,0,0,0,0,0,46879.0,0.890566038,0.0,0.0,1.79,4.34,1.74,0.29,0.61,0.1,0.29,0.62,0.09,0.288543453,0.252894511,0.278409091,0.180152945,0,0,0,0,0,0,0,0.0,75520,0,0.0,0.0617763
12301,12301,0,12306,351132,1132,35,SALT LAKE,0,194,420,0,0,0,0,0,0,0,0,63540.2225,0.0,0.0,0.0,1.483075,3.5741,1.431325,0.345075,0.5491,0.105825,0.17745,0.7262,0.09635,0.166616173,0.214233106,0.321445822,0.297704899,3,7566,0,0,0,0,0,0.0,71044,0,0.0,0.0617763
12441,12441,0,12446,351029,1029,35,SALT LAKE,0,0,0,0,0,0,0,0,0,0,0,98944.0,0.0,0.0,0.0,0.3705,0.85605,0.3627,0.0507,0.9025,0.0468,0.04485,0.9103,0.04485,0.053401095,0.122947615,0.286043784,0.537607506,0,0,0,0,0,0,0,0.0,79739,0,0.0,0.0617763
12548,12548,0,12553,350765,765,35,SALT LAKE,0,0,0,0,1,0,129,0,27,0,225,31446.425,0.0,0.0,0.0,1.751625,4.23325,1.70275,0.28775,0.6145,0.09775,0.315625,0.596625,0.08775,0.496944014,0.281373353,0.157281545,0.064401088,0,0,0,0,0,0,0,0.0,74049,157,0.0,0.0617763
12603,12603,0,12608,351075,1075,35,SALT LAKE,0,0,0,0,1503,0,0,0,12,0,0,190277.1,0.0,0.0,0.0,0.035,0.0942,0.0348,0.003,0.9838,0.0132,0.0006,0.9862,0.0132,0.541743119,0.284359983,0.126889471,0.047007427,0,0,0,0,0,0,0,0.735114183,73439,1515,0.0,0.0617763
12618,12618,0,12623,351038,1038,35,SALT LAKE,0,0,0,27,181,0,0,480,232,34,0,40142.0,0.0,0.0,0.0,1.722,4.046,1.694,0.33,0.52,0.15,0.168,0.69,0.142,0.417631614,0.272872627,0.206498811,0.102996948,0,0,2,0,0,0,0,0.0,74658,920,0.0,0.0617763
12619,12619,0,12624,350787,787,35,SALT LAKE,0,167,562,0,5,22,0,0,4,0,0,32002.5,0.597864769,0.0,0.0,2.1425,5.21,2.0625,0.2975,0.6125,0.09,0.2975,0.6225,0.08,0.467403117,0.279188187,0.176955309,0.076453387,1,1173,0,0,0,0,0,0.0,73354,31,26.14646465,0.0617763
12630,12630,0,12635,350806,806,35,SALT LAKE,0,0,0,25,12,0,6,0,12,51,112,27591.0,0.0,0.0,0.0,2.23,5.42,2.19,0.28,0.62,0.1,0.32,0.59,0.09,0.525013744,0.283672347,0.138537658,0.052776251,0,0,0,0,0,0,0,0.0,70291,55,0.0,0.0617763
12757,12757,0,12762,350750,750,35,SALT LAKE,0,134,514,99,165,36,22,0,82,145,0,29021.125,0.789776265,0.034669261,0.0,2.272175,5.38395,2.2246,0.271025,0.664025,0.06495,0.386025,0.564525,0.04945,0.44621693,0.274630876,0.18680594,0.092346255,1,54,0,0,0,0,0,0.0,75541,404,100.6245353,0.0617763
12797,12797,0,12802,350804,804,35,SALT LAKE,0,0,0,1,119,15,113,52,234,22,134,31875.0,0.0,0.0,0.0,2.328,5.651,2.239,0.273,0.634,0.093,0.348,0.569,0.083,0.439219931,0.276316112,0.194433327,0.090030631,0,0,0,0,0,0,0,0.0,70985,534,0.0,0.0617763
12801,12801,0,12806,351016,1016,35,SALT LAKE,0,35,56,42,456,112,19,273,791,16,3,17010.0,0.0,0.0,0.0,1.12995,2.676425,1.104425,0.2572,0.637725,0.105075,0.1173,0.780625,0.102075,0.670663381,0.288745175,0.033535425,0.007056019,2,26204,2,1043,0,0,0,0.0,73476,1693,34.29108796,0.0617763
12877,12877,0,12882,351049,1049,35,SALT LAKE,0,228,478,0,0,0,0,0,0,0,0,69668.2125,0.0,0.0,0.0,1.366375,3.336375,1.311125,0.34625,0.5395,0.11425,0.16375,0.729625,0.106625,0.145841843,0.201622217,0.320902752,0.331633188,0,0,0,0,0,0,0,0.0,74810,0,0.0,0.0617763
13035,13035,0,13040,351132,1132,35,SALT LAKE,0,221,520,92,5,16,0,0,22,31,4,72436.2,0.0,0.0,0.0,1.508,3.682,1.46,0.322,0.568,0.11,0.22,0.68,0.1,0.137447365,0.195044048,0.318590748,0.348917839,0,0,0,0,0,0,0,0.0,71408,135,83.80617978,0.0617763
13044,13044,0,13049,350765,765,35,SALT LAKE,0,0,0,0,17,0,0,121,0,0,14,31103.5,0.0,0.0,0.0,1.704,4.126,1.656,0.288,0.603,0.109,0.305,0.596,0.099,0.484481141,0.28005713,0.164958929,0.0705028,0,0,0,0,0,0,1,0.0,74362,138,0.0,0.0617763
13089,13089,0,13094,350761,761,35,SALT LAKE,0,107,339,18,8,0,0,1,1,10,0,36490.99,0.686253687,0.0,0.0,2.03285,4.9336,1.9663,0.2839,0.59565,0.12045,0.29505,0.5945,0.11045,0.408684434,0.271659275,0.211661268,0.107995023,0,0,0,0,0,0,0,0.0,75313,28,22.19259259,0.0617763
13132,13132,0,13137,350760,760,35,SALT LAKE,0,200,623,0,0,3,0,1,1,0,0,39988.9,0.810433387,0.0,0.0,2.048,4.965,1.97,0.288,0.587,0.125,0.289,0.596,0.115,0.359852715,0.265797919,0.241110019,0.133239348,0,0,0,0,0,0,0,0.0,75136,5,4.87804878,0.0617763
13139,13139,0,13144,351030,1030,35,SALT LAKE,0,15,45,0,0,0,0,0,0,0,0,96020.78,0.0,0.0,0.0,1.8352,4.2788,1.7964,0.2713,0.5028,0.2259,0.2175,0.5666,0.2159,0.054551117,0.113989017,0.266897172,0.564562694,3,105174,0,0,0,0,0,0.0,75899,0,0.0,0.0617763
13189,13189,0,13194,351110,1110,35,SALT LAKE,0,112,264,0,4,1,0,1,80,102,0,88430.3725,0.148560606,0.035757576,0.876344697,1.629625,3.882075,1.56975,0.315975,0.544725,0.1393,0.208775,0.6619,0.129325,0.095835402,0.150217822,0.288682301,0.465264474,1,1107,0,0,0,0,0,0.0,72725,86,48.64646465,0.0617763
13214,13214,0,13219,350768,768,35,SALT LAKE,0,58,163,131,12,11,42,40,110,75,1,42465.05,0.38797546,0.0,0.0,1.894725,4.537925,1.82935,0.29745,0.606775,0.095775,0.2872,0.627025,0.085775,0.341447042,0.262524591,0.25081131,0.145217058,0,0,0,0,0,0,1,0.0,74173,346,49.67326733,0.0617763
13287,13287,0,13292,351128,1128,35,SALT LAKE,0,269,616,0,35,1,0,15,9,0,0,56311.8275,0.40125,0.0,0.0,1.44625,3.41755,1.414675,0.3426,0.558,0.0994,0.1868,0.7238,0.0894,0.217510846,0.232029969,0.305774314,0.244684871,0,0,3,0,0,0,0,0.0,71060,60,49.05775076,0.0617763
13365,13365,0,13370,351099,1099,35,SALT LAKE,0,190,447,0,1,24,83,4,93,1,0,18741.0,0.0,0.029082774,0.029082774,1.47855,3.5362,1.390875,0.32625,0.58655,0.0872,0.2403,0.6825,0.0772,0.674486155,0.28886567,0.030738137,0.005910038,1,12065,0,0,0,0,0,0.0,72313,205,98.60759494,0.0617763
13368,13368,0,13373,350842,842,35,SALT LAKE,0,0,0,3,21,0,27,115,34,0,33,28821.215,0.0,0.0,0.0,0.524825,1.27315,0.515925,0.06665,0.90975,0.0236,0.07585,0.902925,0.021225,0.48090578,0.280252855,0.167965075,0.070876291,0,0,0,0,0,0,0,0.0,70030,200,0.0,0.0617763
13379,13379,0,13384,351053,1053,35,SALT LAKE,0,247,434,23,35,111,1,165,657,6,12,40567.795,0.39483871,0.139447005,0.0,1.2466,2.9617,1.24185,0.37645,0.4955,0.12805,0.0752,0.79675,0.12805,0.34571021,0.262910816,0.248108657,0.143270317,0,0,0,0,0,0,0,0.0,74216,992,197.7594835,0.0617763
13448,13448,0,13453,350782,782,35,SALT LAKE,0,0,0,0,11,0,147,0,22,0,94,54363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,72358,180,0.0,0.0617763
